ID,Year,Area code,Area name,SOC code,Occupational title,Employment,Average wage,25th Percentile,50th Percentile,75th Percentile,Annual wage
6452,2017,48300,"Wenatchee, WA",41-4012,"Sales Reps/Wholesale/Mfg, Except Tech/Science Products",630,$42.78,$22.45,$35.80,$60.47,$88970.00
6453,2017,49420,"Yakima, WA",41-4012,"Sales Reps/Wholesale/Mfg, Except Tech/Science Products",790,$35.89,$19.14,$30.83,$42.37,$74640.00
6454,2017,530001,Northwestern WA Nonmetropolitan Area (NMA),41-4012,"Sales Reps/Wholesale/Mfg, Except Tech/Science Products",172,$28.94,$19.97,$25.70,$32.88,$60190.00
6455,2017,530002,Southwestern WA Nonmetropolitan Area (NMA),41-4012,"Sales Reps/Wholesale/Mfg, Except Tech/Science Products",439,$30.29,$19.37,$26.16,$38.94,$63000.00
6456,2017,530003,Central WA Nonmetropolitan Area (NMA),41-4012,"Sales Reps/Wholesale/Mfg, Except Tech/Science Products",183,$28.86,$16.13,$24.17,$30.11,$60040.00
6457,2017,530004,Eastern WA Nonmetropolitan Area (NMA),41-4012,"Sales Reps/Wholesale/Mfg, Except Tech/Science Products",603,$34.10,$19.38,$27.44,$38.34,$70930.00
6458,2017,53,Washington State,41-4011,"Sales Reps/Wholesale/Mfg, Tech/Scientific Products",4661,$44.03,$24.12,$42.21,$57.53,$91580.00
6459,2017,13380,"Bellingham, WA",41-4011,"Sales Reps/Wholesale/Mfg, Tech/Scientific Products",74,$33.62,$22.16,$26.93,$38.77,$69940.00
6460,2017,14740,"Bremerton-Silverdale, WA",41-4011,"Sales Reps/Wholesale/Mfg, Tech/Scientific Products",12,$41.64,$41.88,$45.70,$49.51,$86610.00
6461,2017,28420,"Kennewick-Richland, WA",41-4011,"Sales Reps/Wholesale/Mfg, Tech/Scientific Products",75,$31.19,$22.86,$27.49,$30.92,$64870.00
6462,2017,36500,"Olympia-Tumwater, WA",41-4011,"Sales Reps/Wholesale/Mfg, Tech/Scientific Products",95,$52.50,$33.51,$51.83,$67.74,$109200.00
6463,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",41-4011,"Sales Reps/Wholesale/Mfg, Tech/Scientific Products",2988,$39.22,$22.57,$33.58,$49.72,$81590.00
6464,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",41-4011,"Sales Reps/Wholesale/Mfg, Tech/Scientific Products",3671,$45.37,$24.97,$43.93,$59.33,$94370.00
6465,2017,44060,"Spokane-Spokane Valley, WA",41-4011,"Sales Reps/Wholesale/Mfg, Tech/Scientific Products",246,$29.24,$14.71,$22.73,$42.50,$60820.00
6466,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",41-4011,"Sales Reps/Wholesale/Mfg, Tech/Scientific Products",153,$40.72,$28.55,$41.57,$48.04,$84700.00
6467,2017,49420,"Yakima, WA",41-4011,"Sales Reps/Wholesale/Mfg, Tech/Scientific Products",36,$38.39,$22.34,$24.89,$45.62,$79840.00
6468,2017,530002,Southwestern WA Nonmetropolitan Area (NMA),41-4011,"Sales Reps/Wholesale/Mfg, Tech/Scientific Products",18,$27.50,$24.63,$27.52,$30.66,$57190.00
6469,2017,530003,Central WA Nonmetropolitan Area (NMA),41-4011,"Sales Reps/Wholesale/Mfg, Tech/Scientific Products",,$27.27,$26.25,$28.28,$30.31,$56720.00
6470,2017,530004,Eastern WA Nonmetropolitan Area (NMA),41-4011,"Sales Reps/Wholesale/Mfg, Tech/Scientific Products",,$46.61,$41.92,$47.23,$53.64,$96950.00
6471,2017,53,Washington State,41-1012,"Sales Worker Supervisors, Non-Retail",3914,$39.17,$26.19,$34.49,$45.89,$81470.00
6472,2017,13380,"Bellingham, WA",41-1012,"Sales Worker Supervisors, Non-Retail",77,$30.75,$19.55,$28.35,$35.69,$63970.00
6473,2017,14740,"Bremerton-Silverdale, WA",41-1012,"Sales Worker Supervisors, Non-Retail",84,$29.71,$24.62,$29.48,$35.28,$61800.00
6474,2017,28420,"Kennewick-Richland, WA",41-1012,"Sales Worker Supervisors, Non-Retail",76,$33.75,$26.66,$32.11,$37.76,$70190.00
6475,2017,30300,"Lewiston, ID-WA",41-1012,"Sales Worker Supervisors, Non-Retail",16,$24.84,$21.00,$22.98,$25.48,$51670.00
6476,2017,31020,"Longview, WA",41-1012,"Sales Worker Supervisors, Non-Retail",15,$30.72,$19.87,$30.11,$36.98,$63910.00
6477,2017,34580,"Mount Vernon-Anacortes, WA",41-1012,"Sales Worker Supervisors, Non-Retail",33,$30.04,$23.19,$31.59,$35.95,$62480.00
6478,2017,36500,"Olympia-Tumwater, WA",41-1012,"Sales Worker Supervisors, Non-Retail",87,,,,,
6479,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",41-1012,"Sales Worker Supervisors, Non-Retail",1437,$31.97,$22.15,$27.75,$35.73,$66500.00
6480,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",41-1012,"Sales Worker Supervisors, Non-Retail",2579,$41.41,$27.74,$36.98,$48.60,$86120.00
6481,2017,44060,"Spokane-Spokane Valley, WA",41-1012,"Sales Worker Supervisors, Non-Retail",336,$33.18,$23.05,$32.45,$40.16,$69020.00
6482,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",41-1012,"Sales Worker Supervisors, Non-Retail",298,$38.90,$25.43,$30.43,$42.89,$80920.00
6483,2017,48300,"Wenatchee, WA",41-1012,"Sales Worker Supervisors, Non-Retail",25,$33.91,$26.91,$30.92,$42.67,$70530.00
6484,2017,49420,"Yakima, WA",41-1012,"Sales Worker Supervisors, Non-Retail",82,$27.55,$17.71,$24.90,$31.89,$57310.00
6485,2017,530002,Southwestern WA Nonmetropolitan Area (NMA),41-1012,"Sales Worker Supervisors, Non-Retail",39,$29.28,$24.80,$31.55,$35.69,$60910.00
6486,2017,530003,Central WA Nonmetropolitan Area (NMA),41-1012,"Sales Worker Supervisors, Non-Retail",17,$24.48,$19.06,$25.44,$28.91,$50910.00
6487,2017,530004,Eastern WA Nonmetropolitan Area (NMA),41-1012,"Sales Worker Supervisors, Non-Retail",48,$39.04,$23.20,$33.68,$40.38,$81210.00
6488,2017,53,Washington State,41-1011,"Sales Worker Supervisors, Retail",22035,$23.41,$16.66,$20.82,$26.32,$48690.00
6489,2017,13380,"Bellingham, WA",41-1011,"Sales Worker Supervisors, Retail",744,$22.67,$15.53,$20.88,$26.11,$47160.00
6490,2017,14740,"Bremerton-Silverdale, WA",41-1011,"Sales Worker Supervisors, Retail",699,$21.37,$16.89,$20.49,$24.39,$44460.00
6491,2017,28420,"Kennewick-Richland, WA",41-1011,"Sales Worker Supervisors, Retail",891,$23.39,$15.99,$19.56,$28.02,$48640.00
6492,2017,30300,"Lewiston, ID-WA",41-1011,"Sales Worker Supervisors, Retail",233,$19.27,$13.32,$17.50,$23.13,$40090.00
6493,2017,31020,"Longview, WA",41-1011,"Sales Worker Supervisors, Retail",310,$22.33,$16.26,$19.07,$24.65,$46440.00
6590,2017,47460,"Walla Walla, WA",33-9032,Security Guards,43,$19.66,$16.51,$18.63,$22.98,$40901.00
6494,2017,34580,"Mount Vernon-Anacortes, WA",41-1011,"Sales Worker Supervisors, Retail",406,$21.80,$16.51,$19.66,$25.98,$45330.00
6495,2017,36500,"Olympia-Tumwater, WA",41-1011,"Sales Worker Supervisors, Retail",970,$20.17,$13.78,$17.85,$24.65,$41950.00
6496,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",41-1011,"Sales Worker Supervisors, Retail",7836,$21.11,$15.19,$18.88,$23.79,$43920.00
6497,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",41-1011,"Sales Worker Supervisors, Retail",9809,$23.65,$17.56,$21.65,$26.76,$49200.00
6498,2017,44060,"Spokane-Spokane Valley, WA",41-1011,"Sales Worker Supervisors, Retail",1643,$22.92,$16.50,$20.15,$26.80,$47670.00
6499,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",41-1011,"Sales Worker Supervisors, Retail",2070,$24.00,$17.73,$22.14,$27.80,$49910.00
6500,2017,47460,"Walla Walla, WA",41-1011,"Sales Worker Supervisors, Retail",194,$17.56,$13.96,$16.50,$20.41,$36520.00
6501,2017,48300,"Wenatchee, WA",41-1011,"Sales Worker Supervisors, Retail",342,$21.38,$16.26,$19.10,$23.98,$44470.00
6502,2017,49420,"Yakima, WA",41-1011,"Sales Worker Supervisors, Retail",705,$26.02,$15.32,$19.62,$24.65,$54120.00
6503,2017,530001,Northwestern WA Nonmetropolitan Area (NMA),41-1011,"Sales Worker Supervisors, Retail",463,$21.91,$15.74,$19.27,$26.80,$45580.00
6504,2017,530002,Southwestern WA Nonmetropolitan Area (NMA),41-1011,"Sales Worker Supervisors, Retail",697,$27.51,$16.01,$20.18,$24.59,$57220.00
6505,2017,530003,Central WA Nonmetropolitan Area (NMA),41-1011,"Sales Worker Supervisors, Retail",337,$24.12,$16.23,$18.73,$24.11,$50160.00
6506,2017,530004,Eastern WA Nonmetropolitan Area (NMA),41-1011,"Sales Worker Supervisors, Retail",475,$22.23,$14.32,$17.64,$22.64,$46230.00
6507,2017,53,Washington State,51-7041,"Sawing Machine Setters/Operators & Tenders, Wood",1810,$18.10,$14.08,$17.47,$21.78,$37644.00
6508,2017,13380,"Bellingham, WA",51-7041,"Sawing Machine Setters/Operators & Tenders, Wood",92,$16.02,$14.19,$16.22,$18.06,$33325.00
6509,2017,30300,"Lewiston, ID-WA",51-7041,"Sawing Machine Setters/Operators & Tenders, Wood",,$20.14,$18.06,$20.92,$23.06,$41911.00
6510,2017,31020,"Longview, WA",51-7041,"Sawing Machine Setters/Operators & Tenders, Wood",128,$22.96,$17.08,$22.24,$27.72,$47772.00
6511,2017,34580,"Mount Vernon-Anacortes, WA",51-7041,"Sawing Machine Setters/Operators & Tenders, Wood",,$16.85,$11.69,$16.80,$21.62,$35040.00
6512,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-7041,"Sawing Machine Setters/Operators & Tenders, Wood",454,$16.22,$12.67,$15.76,$19.29,$33744.00
6513,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",51-7041,"Sawing Machine Setters/Operators & Tenders, Wood",213,$18.88,$15.16,$18.17,$22.58,$39257.00
6514,2017,44060,"Spokane-Spokane Valley, WA",51-7041,"Sawing Machine Setters/Operators & Tenders, Wood",133,$15.38,$13.13,$14.85,$17.08,$31987.00
6515,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",51-7041,"Sawing Machine Setters/Operators & Tenders, Wood",247,$17.26,$14.53,$17.06,$19.66,$35908.00
6516,2017,49420,"Yakima, WA",51-7041,"Sawing Machine Setters/Operators & Tenders, Wood",105,$13.59,$11.09,$12.22,$16.47,$28261.00
6517,2017,530001,Northwestern WA Nonmetropolitan Area (NMA),51-7041,"Sawing Machine Setters/Operators & Tenders, Wood",,$17.95,$14.67,$17.82,$21.19,$37337.00
6518,2017,530002,Southwestern WA Nonmetropolitan Area (NMA),51-7041,"Sawing Machine Setters/Operators & Tenders, Wood",352,$21.57,$19.27,$21.90,$24.38,$44862.00
6519,2017,53,Washington State,25-2031,"Secondary School Teachers, Except Spec/Voc/Tech Education",14131,,,,,$63158.00
6520,2017,13380,"Bellingham, WA",25-2031,"Secondary School Teachers, Except Spec/Voc/Tech Education",326,,,,,$65599.00
6521,2017,14740,"Bremerton-Silverdale, WA",25-2031,"Secondary School Teachers, Except Spec/Voc/Tech Education",446,,,,,$64414.00
6522,2017,28420,"Kennewick-Richland, WA",25-2031,"Secondary School Teachers, Except Spec/Voc/Tech Education",679,,,,,$61305.00
6523,2017,30300,"Lewiston, ID-WA",25-2031,"Secondary School Teachers, Except Spec/Voc/Tech Education",113,,,,,$51584.00
6524,2017,31020,"Longview, WA",25-2031,"Secondary School Teachers, Except Spec/Voc/Tech Education",189,,,,,$63290.00
6525,2017,34580,"Mount Vernon-Anacortes, WA",25-2031,"Secondary School Teachers, Except Spec/Voc/Tech Education",217,,,,,$66500.00
6526,2017,36500,"Olympia-Tumwater, WA",25-2031,"Secondary School Teachers, Except Spec/Voc/Tech Education",691,,,,,$61548.00
6527,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",25-2031,"Secondary School Teachers, Except Spec/Voc/Tech Education",5716,,,,,$68890.00
6528,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",25-2031,"Secondary School Teachers, Except Spec/Voc/Tech Education",5200,,,,,$65011.00
6529,2017,44060,"Spokane-Spokane Valley, WA",25-2031,"Secondary School Teachers, Except Spec/Voc/Tech Education",1080,,,,,$62915.00
6530,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",25-2031,"Secondary School Teachers, Except Spec/Voc/Tech Education",1457,,,,,$63705.00
6531,2017,47460,"Walla Walla, WA",25-2031,"Secondary School Teachers, Except Spec/Voc/Tech Education",132,,,,,$60708.00
6532,2017,48300,"Wenatchee, WA",25-2031,"Secondary School Teachers, Except Spec/Voc/Tech Education",303,,,,,$63351.00
6533,2017,49420,"Yakima, WA",25-2031,"Secondary School Teachers, Except Spec/Voc/Tech Education",649,,,,,$57974.00
6534,2017,530001,Northwestern WA Nonmetropolitan Area (NMA),25-2031,"Secondary School Teachers, Except Spec/Voc/Tech Education",399,,,,,$59665.00
6535,2017,530002,Southwestern WA Nonmetropolitan Area (NMA),25-2031,"Secondary School Teachers, Except Spec/Voc/Tech Education",492,,,,,$63806.00
6536,2017,530003,Central WA Nonmetropolitan Area (NMA),25-2031,"Secondary School Teachers, Except Spec/Voc/Tech Education",304,,,,,$59290.00
6537,2017,530004,Eastern WA Nonmetropolitan Area (NMA),25-2031,"Secondary School Teachers, Except Spec/Voc/Tech Education",474,,,,,$58429.00
6538,2017,53,Washington State,43-6014,"Secretaries & Admin Assts, Except Legal/Medical & Exec",38118,$19.94,$16.15,$19.36,$23.68,$41487.00
6539,2017,13380,"Bellingham, WA",43-6014,"Secretaries & Admin Assts, Except Legal/Medical & Exec",1140,$18.14,$15.39,$17.79,$20.39,$37740.00
6540,2017,14740,"Bremerton-Silverdale, WA",43-6014,"Secretaries & Admin Assts, Except Legal/Medical & Exec",1124,$20.02,$16.43,$19.54,$23.82,$41661.00
6541,2017,28420,"Kennewick-Richland, WA",43-6014,"Secretaries & Admin Assts, Except Legal/Medical & Exec",1579,$19.47,$15.26,$18.74,$23.26,$40507.00
6542,2017,30300,"Lewiston, ID-WA",43-6014,"Secretaries & Admin Assts, Except Legal/Medical & Exec",312,$14.93,$11.46,$14.60,$18.12,$31041.00
6543,2017,31020,"Longview, WA",43-6014,"Secretaries & Admin Assts, Except Legal/Medical & Exec",502,$18.79,$15.12,$18.23,$22.34,$39077.00
6544,2017,34580,"Mount Vernon-Anacortes, WA",43-6014,"Secretaries & Admin Assts, Except Legal/Medical & Exec",547,$19.78,$16.75,$19.92,$23.06,$41150.00
6545,2017,36500,"Olympia-Tumwater, WA",43-6014,"Secretaries & Admin Assts, Except Legal/Medical & Exec",2225,$21.37,$16.90,$20.45,$24.46,$44448.00
6546,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",43-6014,"Secretaries & Admin Assts, Except Legal/Medical & Exec",15880,$19.15,$15.23,$18.66,$22.83,$39812.00
6547,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",43-6014,"Secretaries & Admin Assts, Except Legal/Medical & Exec",15508,$21.26,$17.19,$21.11,$25.12,$44224.00
6548,2017,44060,"Spokane-Spokane Valley, WA",43-6014,"Secretaries & Admin Assts, Except Legal/Medical & Exec",3179,$17.77,$14.46,$17.57,$20.86,$36964.00
6549,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",43-6014,"Secretaries & Admin Assts, Except Legal/Medical & Exec",3858,$20.07,$16.32,$19.58,$24.10,$41753.00
6550,2017,47460,"Walla Walla, WA",43-6014,"Secretaries & Admin Assts, Except Legal/Medical & Exec",413,$17.20,$14.79,$17.08,$19.01,$35759.00
6551,2017,48300,"Wenatchee, WA",43-6014,"Secretaries & Admin Assts, Except Legal/Medical & Exec",670,$18.90,$15.36,$18.74,$22.43,$39312.00
6552,2017,49420,"Yakima, WA",43-6014,"Secretaries & Admin Assts, Except Legal/Medical & Exec",1217,$17.99,$15.41,$17.82,$20.13,$37423.00
6553,2017,530001,Northwestern WA Nonmetropolitan Area (NMA),43-6014,"Secretaries & Admin Assts, Except Legal/Medical & Exec",979,$18.72,$16.19,$18.19,$21.14,$38934.00
6554,2017,530002,Southwestern WA Nonmetropolitan Area (NMA),43-6014,"Secretaries & Admin Assts, Except Legal/Medical & Exec",1351,$18.27,$14.79,$17.76,$21.35,$38005.00
6555,2017,530003,Central WA Nonmetropolitan Area (NMA),43-6014,"Secretaries & Admin Assts, Except Legal/Medical & Exec",416,$17.98,$15.85,$17.99,$20.04,$37403.00
6556,2017,530004,Eastern WA Nonmetropolitan Area (NMA),43-6014,"Secretaries & Admin Assts, Except Legal/Medical & Exec",1144,$17.59,$14.27,$17.47,$20.08,$36596.00
6557,2017,53,Washington State,41-3031,"Securities, Commodities & Financial Services Sales Agents",5793,$41.03,$18.62,$26.04,$50.52,$85340.00
6558,2017,13380,"Bellingham, WA",41-3031,"Securities, Commodities & Financial Services Sales Agents",159,$24.58,$16.98,$21.70,$29.25,$51120.00
6559,2017,14740,"Bremerton-Silverdale, WA",41-3031,"Securities, Commodities & Financial Services Sales Agents",67,$26.02,$17.13,$21.30,$29.40,$54120.00
6560,2017,28420,"Kennewick-Richland, WA",41-3031,"Securities, Commodities & Financial Services Sales Agents",,$25.48,$19.13,$23.09,$28.22,$53010.00
6561,2017,34580,"Mount Vernon-Anacortes, WA",41-3031,"Securities, Commodities & Financial Services Sales Agents",112,$21.95,$16.50,$19.03,$22.92,$45660.00
6562,2017,36500,"Olympia-Tumwater, WA",41-3031,"Securities, Commodities & Financial Services Sales Agents",68,$29.90,$18.06,$27.19,$37.66,$62200.00
6563,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",41-3031,"Securities, Commodities & Financial Services Sales Agents",2600,$36.96,$20.19,$27.40,$41.65,$76880.00
6564,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",41-3031,"Securities, Commodities & Financial Services Sales Agents",3841,$47.25,$20.34,$30.67,$66.59,$98280.00
6565,2017,44060,"Spokane-Spokane Valley, WA",41-3031,"Securities, Commodities & Financial Services Sales Agents",470,$31.07,$17.54,$22.90,$35.29,$64620.00
6566,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",41-3031,"Securities, Commodities & Financial Services Sales Agents",504,$30.37,$17.95,$22.24,$31.28,$63180.00
6567,2017,47460,"Walla Walla, WA",41-3031,"Securities, Commodities & Financial Services Sales Agents",,$18.85,$14.73,$17.20,$19.73,$39220.00
6568,2017,48300,"Wenatchee, WA",41-3031,"Securities, Commodities & Financial Services Sales Agents",32,$24.17,$17.04,$19.40,$24.24,$50270.00
6569,2017,530001,Northwestern WA Nonmetropolitan Area (NMA),41-3031,"Securities, Commodities & Financial Services Sales Agents",63,$20.31,$15.16,$17.43,$19.69,$42250.00
6570,2017,530002,Southwestern WA Nonmetropolitan Area (NMA),41-3031,"Securities, Commodities & Financial Services Sales Agents",,$20.52,$17.49,$19.81,$22.81,$42680.00
6571,2017,530004,Eastern WA Nonmetropolitan Area (NMA),41-3031,"Securities, Commodities & Financial Services Sales Agents",64,$21.73,$15.73,$18.04,$26.62,$45210.00
6572,2017,53,Washington State,49-2098,Security & Fire Alarm Systems Installers,845,$23.21,$16.89,$23.31,$28.63,$48275.00
6573,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",49-2098,Security & Fire Alarm Systems Installers,500,$22.71,$17.25,$20.12,$28.10,$47241.00
6574,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",49-2098,Security & Fire Alarm Systems Installers,484,$23.25,$16.50,$23.51,$28.74,$48356.00
6575,2017,44060,"Spokane-Spokane Valley, WA",49-2098,Security & Fire Alarm Systems Installers,83,$20.24,$16.73,$19.70,$23.76,$42103.00
6576,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",49-2098,Security & Fire Alarm Systems Installers,78,$25.30,$22.19,$26.42,$29.35,$52613.00
6577,2017,530001,Northwestern WA Nonmetropolitan Area (NMA),49-2098,Security & Fire Alarm Systems Installers,,$22.51,$19.54,$22.61,$25.67,$46826.00
6578,2017,53,Washington State,33-9032,Security Guards,18880,$17.38,$12.70,$15.53,$20.15,$36156.00
6579,2017,13380,"Bellingham, WA",33-9032,Security Guards,182,$14.89,$12.09,$14.74,$17.41,$30979.00
6580,2017,14740,"Bremerton-Silverdale, WA",33-9032,Security Guards,366,$22.09,$13.54,$19.23,$27.52,$45955.00
6581,2017,28420,"Kennewick-Richland, WA",33-9032,Security Guards,670,$19.28,$12.73,$17.50,$26.23,$40100.00
6582,2017,30300,"Lewiston, ID-WA",33-9032,Security Guards,51,,,,,
6583,2017,31020,"Longview, WA",33-9032,Security Guards,,$15.24,$10.90,$12.05,$20.90,$31708.00
6584,2017,34580,"Mount Vernon-Anacortes, WA",33-9032,Security Guards,152,$14.73,$11.34,$12.61,$17.79,$30640.00
6585,2017,36500,"Olympia-Tumwater, WA",33-9032,Security Guards,338,$15.30,$12.59,$14.27,$17.03,$31842.00
6586,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",33-9032,Security Guards,6067,$15.98,$11.24,$14.07,$19.89,$33239.00
6587,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",33-9032,Security Guards,10636,$17.85,$13.27,$15.59,$20.50,$37132.00
6588,2017,44060,"Spokane-Spokane Valley, WA",33-9032,Security Guards,1732,$13.85,$11.08,$12.44,$15.06,$28791.00
6589,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",33-9032,Security Guards,2529,$16.72,$12.23,$16.34,$20.06,$34790.00
6591,2017,48300,"Wenatchee, WA",33-9032,Security Guards,189,$18.17,$12.16,$16.97,$23.91,$37799.00
6592,2017,49420,"Yakima, WA",33-9032,Security Guards,407,$15.91,$11.75,$15.62,$18.86,$33095.00
6593,2017,530001,Northwestern WA Nonmetropolitan Area (NMA),33-9032,Security Guards,285,$19.93,$13.99,$18.33,$27.24,$41446.00
6594,2017,530002,Southwestern WA Nonmetropolitan Area (NMA),33-9032,Security Guards,295,$15.76,$11.38,$13.35,$18.70,$32777.00
6595,2017,530004,Eastern WA Nonmetropolitan Area (NMA),33-9032,Security Guards,124,$20.04,$17.78,$19.77,$22.41,$41682.00
6596,2017,53,Washington State,25-3021,Self-Enrichment Education Teachers,6952,$23.46,$15.99,$21.51,$27.85,$48789.00
6597,2017,13380,"Bellingham, WA",25-3021,Self-Enrichment Education Teachers,317,$37.87,$13.12,$17.50,$28.94,$78783.00
6598,2017,14740,"Bremerton-Silverdale, WA",25-3021,Self-Enrichment Education Teachers,171,$23.48,$15.24,$18.54,$26.81,$48840.00
6599,2017,28420,"Kennewick-Richland, WA",25-3021,Self-Enrichment Education Teachers,145,$20.05,$15.87,$17.93,$23.25,$41711.00
6600,2017,31020,"Longview, WA",25-3021,Self-Enrichment Education Teachers,30,$17.71,$11.80,$17.16,$22.42,$36840.00
6601,2017,34580,"Mount Vernon-Anacortes, WA",25-3021,Self-Enrichment Education Teachers,109,$19.53,$13.11,$20.30,$23.29,$40627.00
6602,2017,36500,"Olympia-Tumwater, WA",25-3021,Self-Enrichment Education Teachers,535,$22.96,$17.80,$23.80,$27.66,$47746.00
6603,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",25-3021,Self-Enrichment Education Teachers,2627,$22.12,$16.41,$21.56,$27.28,$45994.00
6604,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",25-3021,Self-Enrichment Education Teachers,3477,$23.33,$16.41,$22.02,$28.60,$48536.00
6605,2017,44060,"Spokane-Spokane Valley, WA",25-3021,Self-Enrichment Education Teachers,536,$26.32,$19.03,$23.90,$29.40,$54753.00
6606,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",25-3021,Self-Enrichment Education Teachers,611,$21.82,$16.24,$22.90,$27.60,$45376.00
6607,2017,47460,"Walla Walla, WA",25-3021,Self-Enrichment Education Teachers,22,$27.57,$20.75,$23.92,$31.79,$57346.00
6608,2017,48300,"Wenatchee, WA",25-3021,Self-Enrichment Education Teachers,62,$24.92,$19.33,$23.66,$29.23,$51827.00
6609,2017,49420,"Yakima, WA",25-3021,Self-Enrichment Education Teachers,,$22.53,$14.15,$19.96,$28.57,$46875.00
6610,2017,530001,Northwestern WA Nonmetropolitan Area (NMA),25-3021,Self-Enrichment Education Teachers,160,$18.58,$12.97,$17.59,$23.17,$38642.00
6611,2017,530002,Southwestern WA Nonmetropolitan Area (NMA),25-3021,Self-Enrichment Education Teachers,68,$19.29,$13.91,$18.12,$23.84,$40131.00
6612,2017,530003,Central WA Nonmetropolitan Area (NMA),25-3021,Self-Enrichment Education Teachers,43,$18.77,$14.20,$16.90,$22.88,$39037.00
6613,2017,530004,Eastern WA Nonmetropolitan Area (NMA),25-3021,Self-Enrichment Education Teachers,54,$20.59,$16.49,$20.13,$24.38,$42814.00
6614,2017,53,Washington State,51-9141,Semiconductor Processors,1176,$19.20,$16.57,$18.57,$21.18,$39951.00
6615,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-9141,Semiconductor Processors,3940,$18.29,$14.91,$17.75,$20.93,$38032.00
6616,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",51-9141,Semiconductor Processors,97,$21.36,$16.09,$19.47,$26.54,$44413.00
6617,2017,53,Washington State,51-9012,Separating & Filtering Machine Setters/Operators/Tenders,1233,$18.51,$13.69,$17.00,$21.67,$38491.00
6618,2017,13380,"Bellingham, WA",51-9012,Separating & Filtering Machine Setters/Operators/Tenders,26,$17.73,$13.63,$14.98,$21.93,$36888.00
6619,2017,28420,"Kennewick-Richland, WA",51-9012,Separating & Filtering Machine Setters/Operators/Tenders,153,$18.76,$12.82,$16.82,$21.85,$39022.00
6620,2017,30300,"Lewiston, ID-WA",51-9012,Separating & Filtering Machine Setters/Operators/Tenders,95,,,,,
6621,2017,34580,"Mount Vernon-Anacortes, WA",51-9012,Separating & Filtering Machine Setters/Operators/Tenders,13,$15.29,$12.06,$14.14,$17.12,$31814.00
6622,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-9012,Separating & Filtering Machine Setters/Operators/Tenders,397,$20.31,$15.07,$18.03,$24.06,$42238.00
6623,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",51-9012,Separating & Filtering Machine Setters/Operators/Tenders,410,$18.50,$14.41,$17.29,$21.39,$38471.00
6624,2017,44060,"Spokane-Spokane Valley, WA",51-9012,Separating & Filtering Machine Setters/Operators/Tenders,121,$18.66,$15.79,$17.70,$20.31,$38828.00
6625,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",51-9012,Separating & Filtering Machine Setters/Operators/Tenders,29,$16.99,$13.17,$14.85,$19.00,$35346.00
6626,2017,47460,"Walla Walla, WA",51-9012,Separating & Filtering Machine Setters/Operators/Tenders,156,$18.17,$13.35,$15.38,$21.36,$37807.00
6627,2017,48300,"Wenatchee, WA",51-9012,Separating & Filtering Machine Setters/Operators/Tenders,74,$16.54,$12.94,$16.04,$19.08,$34397.00
6628,2017,49420,"Yakima, WA",51-9012,Separating & Filtering Machine Setters/Operators/Tenders,105,$18.61,$11.39,$17.16,$26.55,$38706.00
6629,2017,530001,Northwestern WA Nonmetropolitan Area (NMA),51-9012,Separating & Filtering Machine Setters/Operators/Tenders,16,$23.08,$21.07,$23.43,$26.16,$48027.00
6630,2017,530003,Central WA Nonmetropolitan Area (NMA),51-9012,Separating & Filtering Machine Setters/Operators/Tenders,63,$16.63,$13.14,$15.77,$18.91,$34601.00
