Area Type, Area, Area Name, Standard Occupational Code, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             
10,9,Southern Tier Region, 51-0000,Production Occupations,18900,$39310,$37250,$24570,$46680
10,9,Southern Tier Region, 51-1011,First-Line Supervisors of Production and Operating Workers,1530,$62380,$58650,$37880,$74630
10,9,Southern Tier Region, 51-2022,Electrical and Electronic Equipment Assemblers,1650,$31350,$28420,$22230,$35920
10,9,Southern Tier Region, 51-2023,Electromechanical Equipment Assemblers,60,$38910,$38620,$36020,$40360
10,9,Southern Tier Region, 51-2031,Engine and Other Machine Assemblers,n/a,$46220,$46870,$43460,$47600
10,9,Southern Tier Region, 51-2041,Structural Metal Fabricators and Fitters,120,$43250,$43340,$32190,$48780
10,9,Southern Tier Region, 51-2092,Team Assemblers,3490,$37180,$36860,$24120,$43700
10,9,Southern Tier Region, 51-2099,"Assemblers and Fabricators, All Other",190,$31650,$25200,$20970,$36980
10,9,Southern Tier Region, 51-3011,Bakers,260,$27900,$26180,$21150,$31270
10,9,Southern Tier Region, 51-3021,Butchers and Meat Cutters,140,$37460,$36950,$25630,$43370
10,9,Southern Tier Region, 51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",60,$40180,$42290,$30940,$44810
10,9,Southern Tier Region, 51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",n/a,$35740,$36930,$28980,$39120
10,9,Southern Tier Region, 51-3092,Food Batchmakers,320,$34950,$35550,$24140,$40360
10,9,Southern Tier Region, 51-3099,"Food Processing Workers, All Other",n/a,$29270,$28870,$21280,$33260
10,9,Southern Tier Region, 51-4011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",510,$37800,$35010,$25780,$43810
10,9,Southern Tier Region, 51-4012,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",70,$59480,$56820,$44080,$67180
10,9,Southern Tier Region, 51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",n/a,$30090,$26740,$22350,$33970
10,9,Southern Tier Region, 51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",n/a,$29320,$25250,$23020,$32470
10,9,Southern Tier Region, 51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",230,$31840,$28750,$22340,$36590
10,9,Southern Tier Region, 51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",50,$47310,$48040,$37260,$52340
10,9,Southern Tier Region, 51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",160,$39310,$40220,$28050,$44930
10,9,Southern Tier Region, 51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",80,$47160,$47500,$38870,$51310
10,9,Southern Tier Region, 51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",n/a,$38260,$38020,$29710,$42540
10,9,Southern Tier Region, 51-4041,Machinists,1180,$43110,$43990,$30990,$49170
10,9,Southern Tier Region, 51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",100,$32080,$29910,$22200,$37020
10,9,Southern Tier Region, 51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",n/a,$38980,$37460,$24680,$46130
10,9,Southern Tier Region, 51-4111,Tool and Die Makers,130,$49830,$49190,$36960,$56270
10,9,Southern Tier Region, 51-4121,"Welders, Cutters, Solderers, and Brazers",620,$39070,$36790,$28740,$44240
10,9,Southern Tier Region, 51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",70,$38540,$39310,$29100,$43260
10,9,Southern Tier Region, 51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",120,$39210,$43330,$26190,$45720
10,9,Southern Tier Region, 51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",500,$32900,$30640,$25380,$36670
10,9,Southern Tier Region, 51-5111,Prepress Technician and Workers,130,$34040,$34470,$22060,$40030
10,9,Southern Tier Region, 51-5112,Printing Press Operators,320,$43880,$41100,$32880,$49380
10,9,Southern Tier Region, 51-5113,Print Binding and Finishing Workers,130,$41020,$42640,$31730,$45670
10,9,Southern Tier Region, 51-6011,Laundry and Dry-Cleaning Workers,240,$23910,$22100,$20180,$26020
10,9,Southern Tier Region, 51-6021,"Pressers, Textile, Garment, and Related Materials",80,$21960,$20980,$20180,$23060
10,9,Southern Tier Region, 51-6031,Sewing Machine Operators,130,$27330,$26920,$20460,$30770
10,9,Southern Tier Region, 51-7011,Cabinetmakers and Bench Carpenters,n/a,$31640,$29200,$22160,$36380
10,9,Southern Tier Region, 51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",130,$29340,$27870,$22450,$32790
10,9,Southern Tier Region, 51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",n/a,$29540,$30020,$22240,$33190
10,9,Southern Tier Region, 51-8013,Power Plant Operators,50,$78330,$81550,$46930,$94030
10,9,Southern Tier Region, 51-8021,Stationary Engineers and Boiler Operators,100,$55850,$56860,$48010,$59770
10,9,Southern Tier Region, 51-8031,Water and Wastewater Treatment Plant and System Operators,250,$46130,$47300,$31670,$53350
10,9,Southern Tier Region, 51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",160,$44200,$43180,$33710,$49450
10,9,Southern Tier Region, 51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",80,$39010,$42150,$25830,$45610
10,9,Southern Tier Region, 51-9022,"Grinding and Polishing Workers, Hand",50,$38440,$40700,$26050,$44640
10,9,Southern Tier Region, 51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",260,$42410,$43950,$31390,$47930
10,9,Southern Tier Region, 51-9031,"Cutters and Trimmers, Hand",n/a,$31790,$30180,$24590,$35390
10,9,Southern Tier Region, 51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",110,$34210,$32470,$21160,$40730
10,9,Southern Tier Region, 51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",230,$47790,$49180,$37500,$52940
10,9,Southern Tier Region, 51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",80,$42000,$43700,$26990,$49500
10,9,Southern Tier Region, 51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",1510,$41240,$39670,$26470,$48620
10,9,Southern Tier Region, 51-9071,Jewelers and Precious Stone and Metal Workers,n/a,$52540,$44700,$30320,$63660
10,9,Southern Tier Region, 51-9081,Dental Laboratory Technicians,50,$40080,$37980,$24340,$47950
10,9,Southern Tier Region, 51-9082,Medical Appliance Technicians,n/a,$36460,$36700,$24570,$42400
10,9,Southern Tier Region, 51-9083,Ophthalmic Laboratory Technicians,60,$29780,$27600,$21900,$33730
10,9,Southern Tier Region, 51-9111,Packaging and Filling Machine Operators and Tenders,670,$35910,$35200,$25960,$40890
10,9,Southern Tier Region, 51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",190,$32910,$31720,$23270,$37730
10,9,Southern Tier Region, 51-9122,"Painters, Transportation Equipment",80,$36470,$36660,$28350,$40530
10,9,Southern Tier Region, 51-9123,"Painting, Coating, and Decorating Workers",70,$34190,$32330,$28080,$37240
10,9,Southern Tier Region, 51-9141,Semiconductor Processors,160,$40000,$38330,$29080,$45460
10,9,Southern Tier Region, 51-9191,Adhesive Bonding Machine Operators and Tenders,n/a,$33210,$32020,$25440,$37090
10,9,Southern Tier Region, 51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",n/a,$32610,$25530,$22780,$37520
10,9,Southern Tier Region, 51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",190,$40920,$42610,$26300,$48230
10,9,Southern Tier Region, 51-9196,"Paper Goods Machine Setters, Operators, and Tenders",90,$36130,$35860,$27120,$40640
10,9,Southern Tier Region, 51-9198,Helpers--Production Workers,380,$28030,$26050,$21020,$31540
10,9,Southern Tier Region, 51-9199,"Production Workers, All Other",270,$28610,$24840,$21630,$32100
10,9,Southern Tier Region, 53-0000,Transportation and Material Moving Occupations,16040,$34950,$30730,$21880,$41480
10,9,Southern Tier Region, 53-1021,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",240,$49260,$46590,$33020,$57380
10,9,Southern Tier Region, 53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,210,$57900,$57150,$38040,$67830
10,9,Southern Tier Region, 53-2011,"Airline Pilots, Copilots, and Flight Engineers",310,$122170,$123440,$89070,$138720
10,9,Southern Tier Region, 53-3021,"Bus Drivers, Transit and Intercity",390,$38080,$35620,$25090,$44580
10,9,Southern Tier Region, 53-3022,"Bus Drivers, School or Special Client",1660,$33560,$31660,$23910,$38390
10,9,Southern Tier Region, 53-3031,Driver/Sales Workers,630,$28220,$22760,$20180,$32330
10,9,Southern Tier Region, 53-3032,Heavy and Tractor-Trailer Truck Drivers,2820,$39860,$38110,$30370,$44610
10,9,Southern Tier Region, 53-3033,Light Truck or Delivery Services Drivers,1670,$29880,$27580,$21370,$34130
10,9,Southern Tier Region, 53-3041,Taxi Drivers and Chauffeurs,250,$25380,$21470,$20180,$28270
10,9,Southern Tier Region, 53-3099,"Motor Vehicle Operators, All Other",90,$29740,$24140,$20180,$34550
10,9,Southern Tier Region, 53-6021,Parking Lot Attendants,170,$24050,$22930,$20920,$25610
10,9,Southern Tier Region, 53-6031,Automotive and Watercraft Service Attendants,100,$22820,$22030,$20260,$24110
10,9,Southern Tier Region, 53-7011,Conveyor Operators and Tenders,n/a,$45020,$46420,$40710,$47180
10,9,Southern Tier Region, 53-7021,Crane and Tower Operators,n/a,$65220,$47360,$33900,$80890
10,9,Southern Tier Region, 53-7032,Excavating and Loading Machine and Dragline Operators,50,$42780,$37260,$28460,$49940
10,9,Southern Tier Region, 53-7051,Industrial Truck and Tractor Operators,830,$37970,$37740,$29940,$41990
10,9,Southern Tier Region, 53-7061,Cleaners of Vehicles and Equipment,490,$30270,$26240,$21350,$34730
10,9,Southern Tier Region, 53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",4030,$27500,$25280,$21270,$30610
10,9,Southern Tier Region, 53-7063,Machine Feeders and Offbearers,320,$24650,$22960,$20620,$26660
10,9,Southern Tier Region, 53-7064,"Packers and Packagers, Hand",1200,$28910,$28050,$21570,$32580
10,9,Southern Tier Region, 53-7081,Refuse and Recyclable Material Collectors,140,$32090,$28820,$22320,$36980
10,10,Western New York Region, 00-0000,"Total, All Occupations",642690,$46370,$36260,$22090,$58500
10,10,Western New York Region, 11-0000,Management Occupations,26920,$111230,$96550,$56960,$138370
10,10,Western New York Region, 11-1011,Chief Executives,910,$181690,$147310,$95570,$224750
10,10,Western New York Region, 11-1021,General and Operations Managers,10910,$110090,$90840,$48380,$140940
10,10,Western New York Region, 11-1031,Legislators,810,$88960,$91500,$77540,$94670
10,10,Western New York Region, 11-2011,Advertising and Promotions Managers,70,$73080,$61890,$43470,$87880
10,10,Western New York Region, 11-2021,Marketing Managers,430,$138480,$118140,$77690,$168880
10,10,Western New York Region, 11-2022,Sales Managers,1160,$128220,$106750,$73660,$155490
10,10,Western New York Region, 11-2031,Public Relations and Fundraising Managers,180,$109830,$94490,$62840,$133320
10,10,Western New York Region, 11-3011,Administrative Services Managers,810,$101350,$93920,$64980,$119530
10,10,Western New York Region, 11-3021,Computer and Information Systems Managers,1070,$129820,$119100,$86420,$151510
10,10,Western New York Region, 11-3031,Financial Managers,1620,$134200,$118740,$81380,$160620
10,10,Western New York Region, 11-3051,Industrial Production Managers,600,$121270,$113900,$78110,$142850
10,10,Western New York Region, 11-3061,Purchasing Managers,210,$114850,$102810,$75470,$134530
10,10,Western New York Region, 11-3071,"Transportation, Storage, and Distribution Managers",240,$101310,$96680,$62100,$120920
10,10,Western New York Region, 11-3111,Compensation and Benefits Managers,60,$154400,$151950,$92240,$185480
10,10,Western New York Region, 11-3121,Human Resources Managers,340,$122720,$109070,$81510,$143330
10,10,Western New York Region, 11-3131,Training and Development Managers,110,$111220,$103500,$72220,$130720
10,10,Western New York Region, 11-9021,Construction Managers,530,$85660,$79030,$59100,$98950
10,10,Western New York Region, 11-9031,"Education Administrators, Preschool and Childcare Center/Program",320,$43460,$39250,$32140,$49130
10,10,Western New York Region, 11-9032,"Education Administrators, Elementary and Secondary School",1290,$96120,$95590,$66100,$111120
10,10,Western New York Region, 11-9033,"Education Administrators, Postsecondary",640,$96020,$79390,$52000,$118040
10,10,Western New York Region, 11-9039,"Education Administrators, All Other",80,$74770,$74800,$52210,$86040
10,10,Western New York Region, 11-9041,Architectural and Engineering Managers,590,$136380,$129530,$94880,$157120
10,10,Western New York Region, 11-9051,Food Service Managers,500,$58050,$56750,$35160,$69500
10,10,Western New York Region, 11-9081,Lodging Managers,50,$48510,$37930,$29670,$57930
10,10,Western New York Region, 11-9111,Medical and Health Services Managers,1210,$112120,$99710,$73060,$131650
10,10,Western New York Region, 11-9121,Natural Sciences Managers,90,$113960,$104210,$87360,$127260
10,10,Western New York Region, 11-9131,Postmasters and Mail Superintendents,90,$73680,$73260,$58220,$81420
10,10,Western New York Region, 11-9141,"Property, Real Estate, and Community Association Managers",310,$104060,$82460,$62810,$124680
10,10,Western New York Region, 11-9151,Social and Community Service Managers,640,$71430,$71040,$46750,$83770
10,10,Western New York Region, 11-9161,Emergency Management Directors,n/a,$72120,$71340,$54290,$81040
10,10,Western New York Region, 11-9199,"Managers, All Other",990,$102600,$97370,$58700,$124560
10,10,Western New York Region, 13-0000,Business and Financial Operations Occupations,26260,$69250,$62200,$40410,$83670
10,10,Western New York Region, 13-1021,"Buyers and Purchasing Agents, Farm Products",n/a,$44150,$39350,$35980,$48230
10,10,Western New York Region, 13-1022,"Wholesale and Retail Buyers, Except Farm Products",470,$64740,$59210,$39160,$77530
10,10,Western New York Region, 13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1230,$60130,$57770,$41950,$69220
10,10,Western New York Region, 13-1031,"Claims Adjusters, Examiners, and Investigators",1530,$60870,$58110,$42040,$70290
10,10,Western New York Region, 13-1032,"Insurance Appraisers, Auto Damage",60,$57080,$55560,$42850,$64200
10,10,Western New York Region, 13-1041,Compliance Officers,2070,$70360,$73780,$47910,$81580
10,10,Western New York Region, 13-1051,Cost Estimators,840,$60970,$58350,$40410,$71250
10,10,Western New York Region, 13-1071,Human Resources Specialists,1750,$61660,$58680,$41550,$71710
10,10,Western New York Region, 13-1075,Labor Relations Specialists,730,$77110,$79630,$46160,$92590
10,10,Western New York Region, 13-1081,Logisticians,230,$72390,$68450,$50240,$83460
10,10,Western New York Region, 13-1111,Management Analysts,1730,$77680,$71870,$47940,$92550
10,10,Western New York Region, 13-1121,"Meeting, Convention, and Event Planners",430,$40340,$35100,$27940,$46540
10,10,Western New York Region, 13-1131,Fundraisers,320,$53790,$51360,$33230,$64070
10,10,Western New York Region, 13-1141,"Compensation, Benefits, and Job Analysis Specialists",390,$62710,$57340,$42010,$73050
10,10,Western New York Region, 13-1151,Training and Development Specialists,1360,$58100,$54780,$33900,$70190
10,10,Western New York Region, 13-1161,Market Research Analysts and Marketing Specialists,2120,$62740,$58570,$35610,$76310
10,10,Western New York Region, 13-1199,"Business Operations Specialists, All Other",1270,$68540,$66440,$45880,$79860
10,10,Western New York Region, 13-2011,Accountants and Auditors,4830,$71640,$63460,$42680,$86120
10,10,Western New York Region, 13-2021,Appraisers and Assessors of Real Estate,330,$58500,$57000,$36510,$69490
10,10,Western New York Region, 13-2031,Budget Analysts,100,$70520,$70290,$48860,$81350
10,10,Western New York Region, 13-2041,Credit Analysts,490,$87330,$68390,$44760,$108610
10,10,Western New York Region, 13-2051,Financial Analysts,980,$77980,$71640,$48710,$92620
10,10,Western New York Region, 13-2052,Personal Financial Advisors,770,$134640,$111620,$45210,$179360
10,10,Western New York Region, 13-2053,Insurance Underwriters,210,$69950,$54360,$42040,$83910
10,10,Western New York Region, 13-2061,Financial Examiners,170,$89890,$81220,$53980,$107840
10,10,Western New York Region, 13-2071,Credit Counselors,120,$51690,$49030,$34470,$60310
10,10,Western New York Region, 13-2072,Loan Officers,1000,$67940,$54460,$33000,$85410
10,10,Western New York Region, 13-2081,"Tax Examiners and Collectors, and Revenue Agents",330,$71790,$71690,$49670,$82850
10,10,Western New York Region, 13-2082,Tax Preparers,160,$44820,$42000,$21810,$56330
10,10,Western New York Region, 13-2099,"Financial Specialists, All Other",190,$73510,$66390,$45650,$87440
10,10,Western New York Region, 15-0000,Computer and Mathematical Occupations,13500,$70700,$66140,$40220,$85950
10,10,Western New York Region, 15-1111,Computer and Information Research Scientists,n/a,$153900,$128810,$88530,$186580
10,10,Western New York Region, 15-1121,Computer Systems Analysts,1960,$76450,$73610,$51070,$89130
10,10,Western New York Region, 15-1122,Information Security Analysts,140,$82890,$81300,$53170,$97750
10,10,Western New York Region, 15-1131,Computer Programmers,1250,$70770,$69290,$43660,$84320
10,10,Western New York Region, 15-1132,"Software Developers, Applications",1700,$83930,$82470,$56940,$97430
10,10,Western New York Region, 15-1133,"Software Developers, Systems Software",940,$87460,$78600,$55550,$103410
10,10,Western New York Region, 15-1134,Web Developers,550,$57480,$52850,$34150,$69140
10,10,Western New York Region, 15-1141,Database Administrators,360,$78940,$73170,$41150,$97830
10,10,Western New York Region, 15-1142,Network and Computer Systems Administrators,1520,$73780,$72170,$47010,$87170
10,10,Western New York Region, 15-1143,Computer Network Architects,270,$86980,$86850,$58790,$101070
10,10,Western New York Region, 15-1151,Computer User Support Specialists,2970,$47910,$44790,$30850,$56450
10,10,Western New York Region, 15-1152,Computer Network Support Specialists,980,$61080,$56230,$34730,$74250
10,10,Western New York Region, 15-1199,"Computer Occupations, All Other",230,$68970,$70160,$39650,$83630
10,10,Western New York Region, 15-2011,Actuaries,n/a,$154250,$115020,$69030,$196860
10,10,Western New York Region, 15-2031,Operations Research Analysts,320,$76770,$70440,$52190,$89060
10,10,Western New York Region, 15-2041,Statisticians,n/a,$58850,$58490,$36550,$70000
10,10,Western New York Region, 17-0000,Architecture and Engineering Occupations,8500,$72960,$69570,$46360,$86260
10,10,Western New York Region, 17-1011,"Architects, Except Landscape and Naval",390,$88060,$87030,$58430,$102870
10,10,Western New York Region, 17-1012,Landscape Architects,50,$85610,$81770,$50350,$103240
10,10,Western New York Region, 17-1022,Surveyors,80,$64800,$62870,$45300,$74550
10,10,Western New York Region, 17-2041,Chemical Engineers,170,$92840,$82240,$67030,$105740
10,10,Western New York Region, 17-2051,Civil Engineers,800,$84650,$81150,$64550,$94700
10,10,Western New York Region, 17-2061,Computer Hardware Engineers,n/a,$122590,$128080,$81430,$143170
10,10,Western New York Region, 17-2071,Electrical Engineers,570,$82890,$79530,$59070,$94800
10,10,Western New York Region, 17-2072,"Electronics Engineers, Except Computer",180,$80670,$79010,$60440,$90780
10,10,Western New York Region, 17-2081,Environmental Engineers,310,$85320,$85130,$59880,$98050
10,10,Western New York Region, 17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",120,$80380,$82820,$58600,$91270
10,10,Western New York Region, 17-2112,Industrial Engineers,1370,$80650,$79720,$56330,$92810
10,10,Western New York Region, 17-2141,Mechanical Engineers,1490,$76820,$74210,$53040,$88720
10,10,Western New York Region, 17-2199,"Engineers, All Other",180,$87000,$87430,$55300,$102860
10,10,Western New York Region, 17-3011,Architectural and Civil Drafters,250,$51610,$47310,$35140,$59830
10,10,Western New York Region, 17-3012,Electrical and Electronics Drafters,110,$54320,$55430,$36790,$63080
10,10,Western New York Region, 17-3013,Mechanical Drafters,750,$53500,$53700,$38190,$61160
10,10,Western New York Region, 17-3019,"Drafters, All Other",70,$42620,$40960,$29590,$49140
10,10,Western New York Region, 17-3022,Civil Engineering Technicians,110,$52750,$52670,$36600,$60820
10,10,Western New York Region, 17-3023,Electrical and Electronic Engineering Technicians,430,$52520,$51600,$36590,$60480
10,10,Western New York Region, 17-3024,Electro-Mechanical Technicians,n/a,$54150,$54610,$38750,$61850
10,10,Western New York Region, 17-3025,Environmental Engineering Technicians,n/a,$42250,$39730,$28950,$48900
10,10,Western New York Region, 17-3026,Industrial Engineering Technicians,280,$49580,$48220,$36100,$56330
10,10,Western New York Region, 17-3027,Mechanical Engineering Technicians,150,$49990,$50940,$37870,$56050
10,10,Western New York Region, 17-3029,"Engineering Technicians, Except Drafters, All Other",140,$55170,$55990,$41960,$61780
10,10,Western New York Region, 17-3031,Surveying and Mapping Technicians,90,$40020,$37170,$27950,$46050
10,10,Western New York Region, 19-0000,"Life, Physical, and Social Science Occupations",4970,$57980,$50970,$26530,$73710
10,10,Western New York Region, 19-1012,Food Scientists and Technologists,70,$71090,$52350,$35250,$89010
10,10,Western New York Region, 19-1013,Soil and Plant Scientists,n/a,$61790,$60560,$39130,$73120
10,10,Western New York Region, 19-1022,Microbiologists,n/a,$70250,$63850,$46050,$82350
10,10,Western New York Region, 19-1023,Zoologists and Wildlife Biologists,n/a,$70080,$69010,$54920,$77650
10,10,Western New York Region, 19-1029,"Biological Scientists, All Other",60,$76660,$81140,$63210,$83380
10,10,Western New York Region, 19-1031,Conservation Scientists,n/a,$63410,$60200,$44860,$72680
10,10,Western New York Region, 19-1032,Foresters,n/a,$66860,$67440,$51440,$74570
10,10,Western New York Region, 19-1042,"Medical Scientists, Except Epidemiologists",640,$83200,$72210,$48080,$100760
10,10,Western New York Region, 19-2031,Chemists,270,$66770,$57840,$35220,$82540
10,10,Western New York Region, 19-2041,"Environmental Scientists and Specialists, Including Health",270,$68840,$66430,$41210,$82660
10,10,Western New York Region, 19-2042,"Geoscientists, Except Hydrologists and Geographers",60,$74470,$72720,$43410,$90000
10,10,Western New York Region, 19-2043,Hydrologists,n/a,$68430,$62480,$53690,$75800
10,10,Western New York Region, 19-3011,Economists,n/a,$116940,$100970,$77270,$136780
10,10,Western New York Region, 19-3031,"Clinical, Counseling, and School Psychologists",570,$78840,$71720,$48480,$94020
10,10,Western New York Region, 19-3051,Urban and Regional Planners,100,$60740,$61550,$39620,$71300
10,10,Western New York Region, 19-3093,Historians,n/a,$30310,$29400,$28550,$31180
10,10,Western New York Region, 19-3099,"Social Scientists and Related Workers, All Other",n/a,$81720,$81230,$65430,$89870
10,10,Western New York Region, 19-4011,Agricultural and Food Science Technicians,110,$29600,$24050,$22160,$33310
10,10,Western New York Region, 19-4021,Biological Technicians,270,$39920,$37770,$29290,$45240
10,10,Western New York Region, 19-4031,Chemical Technicians,310,$46810,$42210,$30370,$55030
10,10,Western New York Region, 19-4041,Geological and Petroleum Technicians,n/a,$52780,$49250,$25480,$66430
10,10,Western New York Region, 19-4091,"Environmental Science and Protection Technicians, Including Health",210,$44740,$38340,$26780,$53720
10,10,Western New York Region, 19-4092,Forensic Science Technicians,n/a,$63830,$63880,$51810,$69840
10,10,Western New York Region, 19-4093,Forest and Conservation Technicians,50,$32920,$27270,$21900,$38430
10,10,Western New York Region, 21-0000,Community and Social Services Occupations,12390,$45020,$41810,$27940,$53570
10,10,Western New York Region, 21-1011,Substance Abuse and Behavioral Disorder Counselors,470,$43880,$42460,$32470,$49590
10,10,Western New York Region, 21-1012,"Educational, Guidance, School, and Vocational Counselors",1800,$56000,$51990,$36330,$65840
10,10,Western New York Region, 21-1013,Marriage and Family Therapists,n/a,$37800,$37080,$34750,$39330
10,10,Western New York Region, 21-1014,Mental Health Counselors,730,$36340,$30500,$27510,$40750
10,10,Western New York Region, 21-1015,Rehabilitation Counselors,590,$33280,$30170,$23140,$38350
10,10,Western New York Region, 21-1019,"Counselors, All Other",80,$42860,$42900,$30300,$49140
10,10,Western New York Region, 21-1021,"Child, Family, and School Social Workers",1400,$47030,$41390,$31440,$54820
10,10,Western New York Region, 21-1022,Healthcare Social Workers,680,$48600,$47110,$35460,$55160
10,10,Western New York Region, 21-1023,Mental Health and Substance Abuse Social Workers,760,$48960,$47280,$36120,$55370
10,10,Western New York Region, 21-1029,"Social Workers, All Other",680,$54680,$52290,$41890,$61080
10,10,Western New York Region, 21-1091,Health Educators,180,$59260,$58080,$36090,$70840
10,10,Western New York Region, 21-1092,Probation Officers and Correctional Treatment Specialists,410,$60720,$60900,$45970,$68090
10,10,Western New York Region, 21-1093,Social and Human Service Assistants,2240,$32440,$30320,$22700,$37310
10,10,Western New York Region, 21-1094,Community Health Workers,180,$44510,$41640,$28080,$52730
10,10,Western New York Region, 21-1099,"Community and Social Service Specialists, All Other",860,$46960,$45450,$35590,$52650
10,10,Western New York Region, 21-2011,Clergy,790,$49420,$48570,$25780,$61240
10,10,Western New York Region, 21-2021,"Directors, Religious Activities and Education",440,$32110,$29400,$20180,$38120
10,10,Western New York Region, 21-2099,"Religious Workers, All Other",n/a,$35670,$35190,$21380,$42810
10,10,Western New York Region, 23-0000,Legal Occupations,4830,$87540,$75660,$43390,$109620
10,10,Western New York Region, 23-1011,Lawyers,2690,$102690,$89970,$60230,$123920
10,10,Western New York Region, 23-1012,Judicial Law Clerks,n/a,$111620,$124880,$63510,$135680
10,10,Western New York Region, 23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",90,$97510,$91770,$66080,$113220
10,10,Western New York Region, 23-1022,"Arbitrators, Mediators, and Conciliators",n/a,$101010,$113520,$66320,$118360
10,10,Western New York Region, 23-1023,"Judges, Magistrate Judges, and Magistrates",340,$147070,$150400,$128250,$156480
10,10,Western New York Region, 23-2011,Paralegals and Legal Assistants,1240,$47420,$45570,$32990,$54630
10,10,Western New York Region, 23-2091,Court Reporters,110,$64500,$61890,$30860,$81320
10,10,Western New York Region, 23-2093,"Title Examiners, Abstractors, and Searchers",150,$55670,$48450,$34600,$66200
10,10,Western New York Region, 23-2099,"Legal Support Workers, All Other",170,$57390,$49120,$33670,$69250
10,10,Western New York Region, 25-0000,"Education, Training, and Library Occupations",49870,$52670,$47220,$24430,$66800
10,10,Western New York Region, 25-1011,"Business Teachers, Postsecondary",660,$80470,$66110,$34960,$103220
10,10,Western New York Region, 25-1021,"Computer Science Teachers, Postsecondary",180,$80590,$76810,$42410,$99680
10,10,Western New York Region, 25-1022,"Mathematical Science Teachers, Postsecondary",380,$67140,$64200,$39920,$80750
10,10,Western New York Region, 25-1032,"Engineering Teachers, Postsecondary",310,$97410,$94270,$61630,$115300
10,10,Western New York Region, 25-1042,"Biological Science Teachers, Postsecondary",310,$76280,$78290,$46900,$90970
10,10,Western New York Region, 25-1043,"Forestry and Conservation Science Teachers, Postsecondary",n/a,$61140,$58030,$41030,$71190
10,10,Western New York Region, 25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",n/a,$69750,$69750,$40680,$84280
10,10,Western New York Region, 25-1052,"Chemistry Teachers, Postsecondary",150,$85890,$79300,$50020,$103830
10,10,Western New York Region, 25-1054,"Physics Teachers, Postsecondary",100,$80140,$83780,$53040,$93690
10,10,Western New York Region, 25-1061,"Anthropology and Archeology Teachers, Postsecondary",50,$83360,$82490,$47100,$101490
10,10,Western New York Region, 25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",60,$65600,$61810,$38550,$79120
10,10,Western New York Region, 25-1063,"Economics Teachers, Postsecondary",110,$79910,$78840,$42910,$98410
10,10,Western New York Region, 25-1065,"Political Science Teachers, Postsecondary",100,$63770,$57000,$35130,$78090
10,10,Western New York Region, 25-1066,"Psychology Teachers, Postsecondary",180,$76940,$71170,$44020,$93400
10,10,Western New York Region, 25-1067,"Sociology Teachers, Postsecondary",130,$60190,$58350,$36670,$71960
10,10,Western New York Region, 25-1069,"Social Sciences Teachers, Postsecondary, All Other",220,$79130,$84300,$51930,$92730
