index,Rank,Probability,SOC_Code,Occupation,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virgin Islands,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Grand Total
513,531.0,0.89,53-3041,Taxi Drivers and Chauffeurs,1210.0,380.0,4920.0,1660.0,17760.0,2500.0,3840.0,530.0,420.0,10820.0,2910.0,230.0,1330.0,630.0,8110.0,2470.0,1670.0,1310.0,1780.0,2220.0,820.0,4770.0,9900.0,4240.0,3920.0,890.0,2910.0,450.0,1070.0,11760.0,1180.0,8230.0,1040.0,15170.0,3840.0,630.0,7510.0,1560.0,1700.0,7630.0,1050.0,540.0,1630.0,630.0,2750.0,10700.0,1370.0,680.0,70.0,4600.0,3610.0,680.0,5450.0,540.0,190220.0
514,532.0,0.9,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",1500.0,440.0,2560.0,1270.0,16430.0,2330.0,1290.0,610.0,810.0,7750.0,3500.0,70.0,1060.0,410.0,3660.0,1860.0,1000.0,1250.0,1840.0,1350.0,510.0,4220.0,2370.0,3060.0,5650.0,920.0,3050.0,320.0,1140.0,1190.0,480.0,5540.0,980.0,10920.0,4990.0,350.0,4550.0,1470.0,1360.0,5520.0,1730.0,600.0,1560.0,240.0,2640.0,11620.0,750.0,170.0,80.0,4380.0,2580.0,600.0,2270.0,200.0,139000.0
515,533.0,0.9,29-2011,Medical and Clinical Laboratory Technologists,2550.0,230.0,4200.0,1040.0,11780.0,2620.0,2350.0,440.0,750.0,10150.0,4710.0,40.0,640.0,580.0,6070.0,3920.0,1230.0,1690.0,1760.0,2650.0,900.0,3840.0,6210.0,7090.0,4050.0,1490.0,3780.0,540.0,1460.0,820.0,580.0,4990.0,680.0,10380.0,5020.0,700.0,6860.0,2030.0,2170.0,7970.0,2610.0,500.0,2820.0,760.0,4620.0,12380.0,2280.0,180.0,,4340.0,3380.0,830.0,3430.0,290.0,169380.0
516,534.0,0.9,47-2171,Reinforcing Iron and Rebar Workers,,,480.0,70.0,3630.0,340.0,70.0,,180.0,980.0,110.0,140.0,500.0,,610.0,250.0,220.0,60.0,180.0,790.0,,640.0,160.0,,200.0,170.0,330.0,,130.0,310.0,,560.0,190.0,750.0,420.0,40.0,480.0,160.0,100.0,320.0,100.0,,390.0,40.0,310.0,4100.0,,,,610.0,560.0,,130.0,,19810.0
517,535.0,0.9,47-2181,Roofers,970.0,230.0,3450.0,770.0,15670.0,3140.0,740.0,200.0,,15930.0,2560.0,,880.0,840.0,5050.0,2760.0,1150.0,1020.0,1010.0,670.0,370.0,1370.0,2020.0,2660.0,2180.0,500.0,2110.0,470.0,870.0,1410.0,200.0,1750.0,1210.0,5070.0,2460.0,230.0,4730.0,1070.0,2790.0,3990.0,340.0,,1300.0,430.0,1690.0,6750.0,1680.0,310.0,,2310.0,4050.0,440.0,2340.0,360.0,116500.0
518,536.0,0.9,53-7021,Crane and Tower Operators,1200.0,100.0,440.0,430.0,2900.0,450.0,240.0,70.0,110.0,2210.0,750.0,60.0,190.0,130.0,1610.0,1830.0,950.0,410.0,720.0,3110.0,190.0,700.0,520.0,1180.0,950.0,620.0,530.0,190.0,350.0,410.0,,740.0,130.0,1390.0,660.0,240.0,1770.0,610.0,650.0,2840.0,140.0,,500.0,60.0,510.0,8110.0,390.0,90.0,,910.0,1250.0,190.0,320.0,70.0,45120.0
519,537.0,0.9,53-6041,Traffic Technicians,,,100.0,40.0,280.0,60.0,,,,210.0,400.0,,50.0,,110.0,140.0,90.0,60.0,100.0,110.0,,220.0,250.0,60.0,,30.0,90.0,,,50.0,,80.0,110.0,1350.0,160.0,,110.0,70.0,90.0,50.0,,,60.0,,520.0,410.0,30.0,,,400.0,100.0,30.0,,30.0,6050.0
520,538.0,0.9,53-6051,Transportation Inspectors,430.0,210.0,800.0,,3110.0,620.0,190.0,210.0,240.0,1190.0,1250.0,50.0,150.0,30.0,1070.0,270.0,120.0,360.0,230.0,200.0,50.0,300.0,620.0,310.0,320.0,140.0,400.0,180.0,250.0,220.0,50.0,590.0,200.0,4160.0,140.0,110.0,750.0,560.0,310.0,570.0,170.0,50.0,100.0,80.0,240.0,3720.0,550.0,,,670.0,680.0,,50.0,170.0,27440.0
521,539.0,0.9,51-4062,"Patternmakers, Metal and Plastic",120.0,,,,280.0,,,,,330.0,40.0,,,,170.0,250.0,80.0,60.0,,,,,,300.0,40.0,,,,,,,,,70.0,60.0,,360.0,70.0,190.0,210.0,,,,,30.0,210.0,,,,,40.0,,260.0,,3170.0
522,540.0,0.9,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",490.0,40.0,230.0,370.0,4940.0,500.0,140.0,80.0,,2370.0,840.0,,100.0,130.0,1610.0,1030.0,640.0,700.0,540.0,170.0,140.0,450.0,1270.0,1520.0,650.0,410.0,1000.0,130.0,200.0,370.0,320.0,940.0,70.0,1180.0,820.0,40.0,2370.0,1100.0,420.0,2150.0,,60.0,610.0,,1000.0,3180.0,840.0,,,950.0,590.0,230.0,1380.0,,39310.0
523,541.0,0.9,13-2021,Appraisers and Assessors of Real Estate,710.0,150.0,1150.0,600.0,4220.0,1690.0,660.0,180.0,,4170.0,2820.0,,290.0,400.0,2090.0,1710.0,640.0,720.0,400.0,630.0,380.0,1470.0,1420.0,2530.0,2160.0,380.0,1780.0,330.0,520.0,690.0,210.0,1520.0,690.0,3370.0,1480.0,110.0,1720.0,760.0,800.0,1570.0,270.0,320.0,870.0,280.0,900.0,5750.0,910.0,130.0,,1480.0,880.0,760.0,860.0,240.0,60770.0
524,542.0,0.9,53-7072,"Pump Operators, Except Wellhead Pumpers",,,,,1130.0,190.0,,,,330.0,100.0,,,,,,,50.0,40.0,2070.0,40.0,,,80.0,,50.0,80.0,40.0,60.0,60.0,,360.0,,40.0,50.0,510.0,210.0,410.0,260.0,660.0,90.0,,,,130.0,3780.0,,,,,,110.0,80.0,,11010.0
525,543.0,0.9,49-9097,Signal and Track Switch Repairers,,,,160.0,600.0,120.0,,,,,130.0,,,,730.0,80.0,,,120.0,120.0,,,180.0,,560.0,,190.0,,290.0,,,,,1060.0,,,,,,180.0,,,,,80.0,810.0,160.0,,,,110.0,,230.0,,5910.0
526,544.0,0.91,39-3012,Gaming and Sports Book Writers and Runners,330.0,310.0,390.0,,1040.0,,,70.0,,,,,,,,,,,180.0,120.0,,,,230.0,840.0,90.0,,440.0,560.0,1490.0,,30.0,190.0,680.0,,190.0,260.0,,100.0,200.0,,,150.0,150.0,,810.0,,,,,390.0,,,,9240.0
527,545.0,0.91,49-9063,Musical Instrument Repairers and Tuners,130.0,,190.0,30.0,600.0,,100.0,,,340.0,,,,,610.0,170.0,130.0,120.0,,,,250.0,130.0,,120.0,,220.0,,,,,150.0,,580.0,100.0,,370.0,,80.0,650.0,,,,,120.0,670.0,,,,150.0,330.0,,260.0,,6600.0
528,546.0,0.91,39-7011,Tour Guides and Escorts,330.0,680.0,1130.0,170.0,4580.0,1340.0,270.0,250.0,500.0,1790.0,850.0,150.0,1340.0,90.0,840.0,490.0,220.0,140.0,490.0,680.0,90.0,380.0,1690.0,1100.0,720.0,140.0,920.0,120.0,130.0,460.0,180.0,340.0,270.0,2470.0,830.0,,710.0,320.0,210.0,1600.0,570.0,390.0,850.0,410.0,1050.0,2050.0,980.0,150.0,130.0,1450.0,1150.0,100.0,970.0,240.0,39500.0
529,547.0,0.91,49-9011,Mechanical Door Repairers,,,220.0,120.0,2340.0,830.0,230.0,,,1400.0,480.0,,,,220.0,450.0,220.0,300.0,230.0,,,180.0,520.0,330.0,460.0,,,310.0,100.0,110.0,200.0,620.0,100.0,,530.0,,1130.0,860.0,140.0,800.0,,,310.0,,280.0,1660.0,460.0,,,460.0,340.0,120.0,620.0,,17680.0
530,548.0,0.91,51-3091,"Food  and  Tobacco  Roasting,  Baking,  and  Drying  Machine  Operators and Tenders",280.0,50.0,70.0,150.0,2240.0,520.0,,,,460.0,610.0,,120.0,570.0,490.0,370.0,320.0,,730.0,60.0,80.0,,360.0,590.0,350.0,,810.0,80.0,150.0,120.0,50.0,450.0,,520.0,1240.0,120.0,810.0,,310.0,550.0,140.0,110.0,110.0,150.0,230.0,1890.0,270.0,180.0,,,260.0,,1310.0,,18280.0
531,549.0,0.91,53-7071,Gas Compressor and Gas Pumping Station Operators,,,,,,130.0,,,,,,,,,120.0,,,,120.0,,,,,,,,,,,,,100.0,,40.0,,390.0,180.0,180.0,,460.0,,,,,,200.0,90.0,,,,,570.0,,130.0,2710.0
532,550.0,0.91,29-2071,Medical Records and Health Information Technicians,2670.0,640.0,5740.0,1870.0,20840.0,2780.0,1710.0,410.0,510.0,10600.0,5860.0,60.0,630.0,1010.0,8140.0,3850.0,2150.0,2120.0,4530.0,2850.0,1320.0,4080.0,5640.0,5240.0,3950.0,2490.0,5120.0,1080.0,1630.0,1720.0,980.0,1880.0,1420.0,8800.0,5620.0,890.0,9240.0,3960.0,3340.0,7610.0,1720.0,660.0,2590.0,1080.0,5230.0,17110.0,1600.0,480.0,,5030.0,4510.0,1290.0,5290.0,340.0,201910.0
533,551.0,0.91,51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",1910.0,,900.0,940.0,6350.0,1120.0,910.0,70.0,,2620.0,2090.0,,40.0,230.0,2430.0,3900.0,2340.0,1360.0,1610.0,750.0,480.0,340.0,2100.0,3620.0,2770.0,660.0,1250.0,100.0,850.0,190.0,480.0,1800.0,110.0,2000.0,3380.0,260.0,6320.0,1550.0,1220.0,3660.0,50.0,200.0,1370.0,820.0,2370.0,8580.0,820.0,230.0,,1310.0,1430.0,380.0,5380.0,100.0,85750.0
534,552.0,0.91,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",3370.0,,1040.0,1690.0,5130.0,,3530.0,,,610.0,1560.0,,,,8540.0,3070.0,3900.0,1460.0,2270.0,200.0,190.0,390.0,2340.0,8080.0,1620.0,430.0,2450.0,,1060.0,100.0,880.0,1360.0,70.0,2630.0,3770.0,390.0,13950.0,2910.0,1040.0,8450.0,710.0,610.0,2250.0,210.0,,8830.0,1670.0,,,1330.0,770.0,220.0,7580.0,,112660.0
535,553.0,0.91,53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers",150.0,,,,790.0,80.0,,,,,,,,,50.0,,80.0,,,,,,,160.0,30.0,,,,,,,,,50.0,,,240.0,,,310.0,,,,,,600.0,,,,,,,,,2540.0
536,554.0,0.91,49-2093,"Electrical and Electronics Installers and Repairers,   Transportation Equipment",120.0,40.0,80.0,,2120.0,,80.0,,,1010.0,430.0,,,,630.0,400.0,40.0,310.0,140.0,150.0,100.0,310.0,,110.0,30.0,120.0,240.0,,,150.0,,640.0,,960.0,230.0,,230.0,40.0,380.0,200.0,80.0,,110.0,,350.0,1480.0,,,,660.0,420.0,,140.0,70.0,12600.0
537,555.0,0.91,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,2160.0,920.0,9610.0,1670.0,71460.0,7490.0,3430.0,1270.0,4730.0,34940.0,8110.0,100.0,5130.0,1470.0,19410.0,7020.0,2270.0,3680.0,3420.0,7380.0,800.0,10580.0,8280.0,8790.0,4040.0,1920.0,7280.0,1040.0,1360.0,13070.0,1090.0,10710.0,2650.0,33390.0,8870.0,870.0,11320.0,3700.0,4270.0,14900.0,580.0,1750.0,3050.0,3050.0,5250.0,37690.0,2330.0,1050.0,140.0,8180.0,8240.0,980.0,6500.0,500.0,423890.0
538,556.0,0.91,51-4191,"Heat  Treating  Equipment  Setters,  Operators,  and  Tenders,  Metal  and Plastic",270.0,,180.0,420.0,1370.0,80.0,300.0,,,170.0,440.0,,,,1540.0,1770.0,270.0,190.0,230.0,180.0,,,340.0,1660.0,380.0,170.0,250.0,,40.0,,130.0,200.0,,740.0,550.0,,1680.0,230.0,240.0,1470.0,,50.0,450.0,,410.0,1760.0,150.0,,,130.0,170.0,80.0,630.0,,19320.0
539,557.0,0.91,19-4041,Geological and Petroleum Technicians,90.0,490.0,100.0,40.0,1440.0,590.0,,,,120.0,140.0,,,50.0,90.0,,,110.0,80.0,740.0,,40.0,30.0,120.0,100.0,210.0,50.0,60.0,,230.0,,,150.0,70.0,,,130.0,1340.0,50.0,630.0,,,50.0,,50.0,6340.0,200.0,,,40.0,90.0,210.0,,300.0,14570.0
540,558.0,0.91,49-3021,Automotive Body and Related Repairers,2280.0,270.0,2560.0,1330.0,13710.0,2680.0,1640.0,490.0,,9430.0,4710.0,30.0,530.0,650.0,6770.0,3190.0,1730.0,1210.0,1550.0,1900.0,800.0,2610.0,3740.0,5110.0,2360.0,1160.0,3360.0,530.0,1410.0,970.0,660.0,3800.0,930.0,7150.0,5050.0,590.0,5870.0,1680.0,1730.0,7090.0,390.0,680.0,1640.0,640.0,3530.0,11020.0,1530.0,580.0,,4200.0,2190.0,800.0,3580.0,240.0,144280.0
541,559.0,0.91,51-7032,"Patternmakers, Wood",,,,,70.0,,,,,,,,,,,,,,,,,,,110.0,,,,,,,,,,,30.0,,,30.0,,50.0,,,,,,80.0,,,,,,,,,370.0
542,560.0,0.91,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",2270.0,,690.0,970.0,3770.0,720.0,1430.0,250.0,,1610.0,2700.0,,,,1790.0,5150.0,740.0,550.0,1930.0,370.0,190.0,470.0,1340.0,2800.0,1700.0,330.0,2330.0,,240.0,570.0,790.0,1430.0,140.0,1250.0,4320.0,,6480.0,730.0,780.0,4940.0,90.0,,2280.0,230.0,1980.0,5210.0,460.0,180.0,,1110.0,900.0,330.0,2740.0,,71280.0
543,561.0,0.92,43-9071,"Office Machine Operators, Except Computer",720.0,60.0,1520.0,210.0,6410.0,860.0,730.0,400.0,710.0,3150.0,1500.0,,120.0,190.0,1230.0,910.0,860.0,720.0,810.0,210.0,150.0,1600.0,1480.0,1390.0,1140.0,280.0,1520.0,130.0,,410.0,380.0,3380.0,230.0,4400.0,1900.0,170.0,2730.0,630.0,1230.0,2000.0,130.0,230.0,330.0,80.0,980.0,5260.0,460.0,90.0,,1480.0,920.0,140.0,1120.0,80.0,57770.0
544,562.0,0.92,29-2052,Pharmacy Technicians,7290.0,680.0,9420.0,3960.0,34870.0,5110.0,3760.0,1460.0,950.0,27660.0,11980.0,,1810.0,1760.0,19330.0,9830.0,4330.0,4360.0,8420.0,6150.0,2040.0,7300.0,8700.0,12230.0,7680.0,3760.0,10240.0,1150.0,2570.0,3380.0,1480.0,9500.0,2580.0,17660.0,14280.0,730.0,16290.0,5380.0,4520.0,16460.0,5250.0,1530.0,6470.0,1250.0,12740.0,33030.0,3940.0,530.0,100.0,9070.0,7330.0,3110.0,7780.0,570.0,403760.0
545,563.0,0.92,43-4131,Loan Interviewers and Clerks,2940.0,390.0,9040.0,1890.0,23370.0,3800.0,1760.0,960.0,200.0,16340.0,4780.0,40.0,790.0,1250.0,8740.0,4460.0,4350.0,2470.0,2860.0,2480.0,810.0,2390.0,2760.0,5210.0,4530.0,1700.0,6530.0,1060.0,1440.0,2010.0,830.0,5310.0,1250.0,5770.0,6610.0,670.0,11190.0,3690.0,2090.0,8610.0,1190.0,1010.0,3100.0,2090.0,3670.0,27030.0,3260.0,230.0,,7800.0,3960.0,600.0,3810.0,470.0,225590.0
546,564.0,0.92,53-7031,Dredge Operators,,,,,190.0,,,,,100.0,,,,50.0,,80.0,,,,180.0,,,30.0,,,,70.0,,100.0,,,70.0,,,,,60.0,,,,,,50.0,,70.0,,,,,,,,,,1050.0
547,565.0,0.92,41-3021,Insurance Sales Agents,5680.0,610.0,8590.0,2950.0,38280.0,10250.0,6450.0,1070.0,260.0,30060.0,12280.0,60.0,1020.0,1590.0,14730.0,9260.0,6340.0,3910.0,4190.0,6330.0,1820.0,7140.0,7430.0,10850.0,7440.0,2700.0,8810.0,1420.0,3380.0,3110.0,1540.0,10660.0,1270.0,21040.0,10000.0,1090.0,15460.0,4250.0,4050.0,15420.0,2130.0,1370.0,6260.0,1870.0,7780.0,32330.0,3420.0,860.0,,10180.0,8300.0,1830.0,8180.0,610.0,387910.0
548,566.0,0.92,51-7011,Cabinetmakers and Bench Carpenters,2380.0,90.0,1810.0,1420.0,10810.0,1950.0,1040.0,230.0,80.0,4340.0,2260.0,,170.0,960.0,2630.0,3850.0,1690.0,880.0,960.0,470.0,640.0,950.0,1640.0,1680.0,2600.0,670.0,2460.0,660.0,710.0,1010.0,480.0,2240.0,260.0,3540.0,3720.0,520.0,4240.0,950.0,1990.0,4950.0,440.0,450.0,1250.0,790.0,1640.0,9500.0,2250.0,350.0,,2950.0,2130.0,370.0,2200.0,170.0,98420.0
549,567.0,0.92,51-9123,"Painting, Coating, and Decorating Workers",680.0,,160.0,140.0,1640.0,300.0,170.0,,,530.0,230.0,,,70.0,220.0,590.0,280.0,170.0,560.0,120.0,60.0,200.0,330.0,800.0,490.0,280.0,810.0,,,130.0,,730.0,60.0,690.0,460.0,,,160.0,,560.0,140.0,50.0,390.0,70.0,200.0,1270.0,80.0,,,210.0,350.0,110.0,100.0,,14590.0
550,568.0,0.92,47-4031,Fence Erectors,260.0,,290.0,180.0,3600.0,500.0,,,,1450.0,460.0,,60.0,230.0,520.0,250.0,220.0,,440.0,390.0,,430.0,730.0,170.0,310.0,,270.0,250.0,280.0,320.0,,520.0,,720.0,730.0,40.0,720.0,180.0,390.0,790.0,,,,140.0,,1980.0,370.0,,,700.0,590.0,,240.0,310.0,20030.0
551,569.0,0.92,51-4193,"Plating  and  Coating  Machine  Setters,  Operators,  and  Tenders,  Metal and Plastic",650.0,,450.0,210.0,5060.0,320.0,800.0,40.0,,810.0,440.0,,,110.0,2250.0,2010.0,300.0,90.0,380.0,,150.0,130.0,1110.0,2120.0,1390.0,,810.0,,530.0,80.0,90.0,470.0,60.0,1330.0,860.0,40.0,2430.0,470.0,480.0,1750.0,50.0,240.0,360.0,,510.0,2380.0,200.0,40.0,,510.0,490.0,210.0,1570.0,,34780.0
552,570.0,0.92,41-2031,Retail Salespersons,59690.0,10470.0,90030.0,37840.0,440440.0,83670.0,51540.0,17750.0,6500.0,339070.0,141860.0,1570.0,23110.0,25270.0,186820.0,92400.0,44500.0,39580.0,57080.0,61120.0,20190.0,69470.0,107880.0,147440.0,84730.0,39600.0,82100.0,15920.0,29780.0,49650.0,25920.0,131080.0,26880.0,322970.0,140410.0,13610.0,157460.0,49280.0,61610.0,176270.0,39060.0,13720.0,69430.0,15500.0,93500.0,383080.0,43450.0,9100.0,1860.0,122290.0,101850.0,21980.0,85100.0,8580.0,4571060.0
553,571.0,0.92,35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food",49320.0,4530.0,64110.0,30910.0,372200.0,65140.0,29790.0,11720.0,8750.0,228350.0,112540.0,410.0,12880.0,11350.0,140420.0,85810.0,40890.0,25980.0,68350.0,29030.0,9700.0,48940.0,57700.0,114410.0,66370.0,19750.0,73810.0,11050.0,23240.0,30950.0,12800.0,52720.0,20740.0,158160.0,151900.0,7370.0,163790.0,34520.0,34950.0,146380.0,14900.0,9560.0,52450.0,9390.0,74390.0,330510.0,41490.0,6150.0,200.0,92780.0,81160.0,20910.0,71230.0,4750.0,3441600.0
554,573.0,0.92,47-3012,Helpers–Carpenters,680.0,250.0,300.0,270.0,3210.0,280.0,170.0,230.0,150.0,2330.0,400.0,,140.0,180.0,450.0,600.0,250.0,340.0,230.0,1850.0,260.0,1410.0,870.0,560.0,600.0,270.0,990.0,110.0,80.0,330.0,70.0,980.0,80.0,1270.0,1220.0,170.0,840.0,520.0,500.0,910.0,760.0,290.0,880.0,400.0,590.0,4750.0,290.0,190.0,,2430.0,790.0,210.0,650.0,70.0,36650.0
555,574.0,0.93,51-9193,Cooling and Freezing Equipment Operators and Tenders,200.0,,50.0,670.0,540.0,50.0,,,,230.0,330.0,,,,380.0,110.0,410.0,60.0,130.0,,,50.0,70.0,,250.0,480.0,590.0,,130.0,,90.0,210.0,,160.0,220.0,,220.0,80.0,80.0,520.0,,,50.0,,50.0,790.0,,120.0,,120.0,90.0,,80.0,,7610.0
556,575.0,0.93,51-2091,Fiberglass Laminators and Fabricators,720.0,40.0,40.0,390.0,1290.0,,,,,2220.0,660.0,,,110.0,390.0,2210.0,320.0,,,260.0,340.0,80.0,390.0,470.0,230.0,,430.0,,,,,600.0,,230.0,520.0,,440.0,,230.0,220.0,,100.0,680.0,760.0,510.0,1780.0,110.0,,,120.0,980.0,,440.0,,18310.0
557,576.0,0.93,47-5013,"Service Unit Operators, Oil, Gas, and Mining",150.0,1620.0,,530.0,2430.0,1930.0,,,,30.0,,,,,280.0,40.0,,740.0,120.0,2270.0,,,,350.0,,340.0,,260.0,,,,,1570.0,,,820.0,740.0,3350.0,,1560.0,,,,,60.0,20310.0,560.0,,,190.0,,850.0,,1530.0,42630.0
558,577.0,0.93,53-7011,Conveyor Operators and Tenders,280.0,,140.0,430.0,2160.0,230.0,,,,530.0,620.0,,,220.0,1210.0,1270.0,1190.0,1460.0,670.0,610.0,260.0,160.0,190.0,480.0,620.0,150.0,950.0,160.0,1260.0,330.0,40.0,420.0,40.0,740.0,750.0,300.0,1210.0,690.0,300.0,1640.0,100.0,,330.0,550.0,1330.0,1960.0,100.0,70.0,,,530.0,380.0,550.0,80.0,27690.0
559,578.0,0.93,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,720.0,60.0,650.0,400.0,2140.0,580.0,890.0,210.0,,2630.0,640.0,,130.0,250.0,680.0,790.0,600.0,310.0,530.0,270.0,380.0,660.0,500.0,1160.0,690.0,230.0,730.0,150.0,150.0,100.0,340.0,920.0,170.0,1480.0,830.0,140.0,1180.0,520.0,570.0,1340.0,,,630.0,310.0,930.0,3010.0,250.0,210.0,,970.0,480.0,400.0,1020.0,60.0,32990.0
560,579.0,0.93,53-4012,Locomotive Firers,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,200.0,,,,,,190.0,,,,,,,,,490.0
561,580.0,0.93,53-7063,Machine Feeders and Offbearers,1740.0,70.0,720.0,1750.0,8170.0,,420.0,280.0,,1880.0,3250.0,,180.0,370.0,2290.0,4270.0,1110.0,,,590.0,510.0,950.0,2080.0,1330.0,1520.0,1910.0,1450.0,70.0,920.0,,560.0,3690.0,640.0,2660.0,3240.0,170.0,4010.0,980.0,2970.0,4820.0,60.0,280.0,2210.0,290.0,1540.0,4830.0,460.0,,,2510.0,2120.0,340.0,3860.0,40.0,80110.0
562,581.0,0.93,51-4061,"Model Makers, Metal and Plastic",,,,,440.0,50.0,100.0,,,130.0,30.0,,,,290.0,150.0,90.0,,50.0,,,,130.0,1190.0,280.0,40.0,50.0,,,,,140.0,,230.0,130.0,,460.0,,,180.0,,,400.0,,670.0,200.0,60.0,,,30.0,110.0,,200.0,,5830.0
563,582.0,0.93,49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairs",420.0,60.0,490.0,50.0,1400.0,520.0,180.0,50.0,,550.0,500.0,,140.0,,500.0,410.0,70.0,140.0,240.0,140.0,70.0,290.0,450.0,200.0,120.0,70.0,360.0,,350.0,120.0,,220.0,50.0,270.0,290.0,60.0,660.0,310.0,280.0,400.0,260.0,,200.0,,400.0,1410.0,80.0,,,510.0,690.0,60.0,110.0,80.0,14230.0
564,583.0,0.93,51-3021,Butchers and Meat Cutters,1620.0,290.0,2000.0,1440.0,19080.0,2310.0,760.0,310.0,290.0,9650.0,4470.0,150.0,580.0,1010.0,7650.0,2500.0,3040.0,900.0,1570.0,2110.0,600.0,1550.0,1970.0,3690.0,2310.0,1240.0,2780.0,740.0,990.0,1370.0,500.0,3640.0,900.0,5090.0,4360.0,500.0,4960.0,1680.0,1870.0,5400.0,2010.0,430.0,2000.0,710.0,2840.0,9650.0,1010.0,200.0,50.0,2840.0,3630.0,650.0,1980.0,270.0,136140.0
565,584.0,0.93,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",2540.0,,680.0,960.0,4720.0,700.0,350.0,110.0,,1860.0,2340.0,,110.0,80.0,1610.0,2940.0,720.0,1060.0,1350.0,710.0,360.0,360.0,1500.0,2280.0,1360.0,510.0,1460.0,80.0,1360.0,310.0,580.0,3190.0,70.0,2800.0,3140.0,,6880.0,,1020.0,2620.0,270.0,130.0,1680.0,560.0,2590.0,5710.0,520.0,210.0,,2040.0,980.0,290.0,1690.0,,69390.0
566,585.0,0.93,53-7081,Refuse and Recyclable Material Collectors,2070.0,210.0,1980.0,1530.0,13850.0,1710.0,910.0,440.0,590.0,5020.0,2910.0,160.0,600.0,430.0,3240.0,1850.0,1090.0,1500.0,1650.0,1350.0,1040.0,2580.0,1680.0,3790.0,1900.0,1200.0,1900.0,400.0,1090.0,570.0,710.0,2640.0,590.0,9970.0,3980.0,220.0,6190.0,1440.0,1790.0,5310.0,1550.0,370.0,2090.0,430.0,2230.0,7760.0,710.0,480.0,,3430.0,1890.0,970.0,2140.0,230.0,116360.0
567,586.0,0.93,13-2081,"Tax Examiners and Collectors, and Revenue Agents",1110.0,70.0,560.0,520.0,8870.0,680.0,1020.0,100.0,,4220.0,2160.0,,100.0,290.0,1490.0,580.0,190.0,,1910.0,610.0,290.0,480.0,1650.0,600.0,1080.0,390.0,2170.0,130.0,220.0,240.0,320.0,1450.0,260.0,5270.0,1530.0,80.0,1640.0,420.0,540.0,3320.0,670.0,320.0,280.0,140.0,1200.0,4000.0,1860.0,100.0,,1410.0,1090.0,460.0,510.0,,58600.0
568,587.0,0.93,51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",600.0,,60.0,120.0,1740.0,160.0,130.0,,,120.0,550.0,,,,810.0,1880.0,230.0,220.0,480.0,,,,690.0,1380.0,280.0,90.0,350.0,,,,80.0,220.0,,280.0,930.0,,1010.0,140.0,180.0,1040.0,,,240.0,80.0,1980.0,1750.0,,,,,,,470.0,,18290.0
569,588.0,0.93,53-7051,Industrial Truck and Tractor Operators,9690.0,630.0,8380.0,6390.0,56930.0,8080.0,2260.0,1060.0,80.0,20300.0,29150.0,120.0,720.0,2560.0,26520.0,18370.0,6130.0,4840.0,16300.0,6470.0,1960.0,7880.0,5380.0,16590.0,10140.0,5650.0,8070.0,940.0,3060.0,2200.0,1540.0,15370.0,930.0,14860.0,21090.0,1300.0,22000.0,7340.0,10010.0,30870.0,2580.0,1340.0,7580.0,1080.0,17730.0,59100.0,4470.0,870.0,,12740.0,10590.0,2250.0,12120.0,860.0,545470.0
570,589.0,0.94,13-2011,Accountants and Auditors,15360.0,2350.0,20200.0,5980.0,147320.0,34150.0,15480.0,5890.0,11080.0,75640.0,36360.0,520.0,4840.0,3970.0,51350.0,20010.0,9630.0,12010.0,10610.0,11010.0,4390.0,26510.0,35730.0,30510.0,27130.0,5480.0,24130.0,3140.0,8700.0,7610.0,4780.0,36640.0,6580.0,108800.0,31080.0,3870.0,42890.0,14150.0,12050.0,52590.0,8990.0,4550.0,14470.0,4540.0,16430.0,118320.0,10600.0,3050.0,400.0,40220.0,27370.0,3840.0,21300.0,1840.0,1256440.0
