Area Name,Occupational Code,Occupational Title,Estimated Employment,Pay Type,Mean Wage,Entry Wage,Experienced Wage,10th Percentile Wage,25th Percentile Wage,Median Wage,75th Percentile Wage,90th Percentile Wage
IWD Region 06 (Marshalltown Area),47-4051,Highway Maintenance Workers,110,Annual wage or salary,$43338.00,$35553.00,$47231.00,$34047.00,$37784.00,$43259.00,$48508.00,$54045.00
IWD Region 06 (Marshalltown Area),47-4051,Highway Maintenance Workers,110,Hourly wage,$20.84,$17.09,$22.71,$16.37,$18.17,$20.80,$23.32,$25.98
IWD Region 01 (Dubuque-Decorah Area),47-4051,Highway Maintenance Workers,320,Annual wage or salary,$43080.00,$35579.00,$46830.00,$33998.00,$38937.00,$43899.00,$48357.00,$51307.00
IWD Region 01 (Dubuque-Decorah Area),47-4051,Highway Maintenance Workers,320,Hourly wage,$20.71,$17.11,$22.51,$16.35,$18.72,$21.11,$23.25,$24.67
IWD Region 02 (Mason City Area),47-4051,Highway Maintenance Workers,150,Annual wage or salary,$42486.00,$29993.00,$48732.00,$19404.00,$39215.00,$44779.00,$49559.00,$55707.00
IWD Region 02 (Mason City Area),47-4051,Highway Maintenance Workers,150,Hourly wage,$20.43,$14.42,$23.43,$9.33,$18.85,$21.53,$23.83,$26.78
IWD Region 15 (Ottumwa Area),47-4051,Highway Maintenance Workers,250,Annual wage or salary,$43209.00,$36318.00,$46654.00,$34215.00,$39573.00,$44117.00,$48418.00,$51311.00
IWD Region 15 (Ottumwa Area),47-4051,Highway Maintenance Workers,250,Hourly wage,$20.77,$17.46,$22.43,$16.45,$19.03,$21.21,$23.28,$24.67
IWD Region 14 (Creston Area),47-4051,Highway Maintenance Workers,150,Annual wage or salary,$44576.00,$40848.00,$46440.00,$38717.00,$41568.00,$45041.00,$48515.00,$51319.00
IWD Region 14 (Creston Area),47-4051,Highway Maintenance Workers,150,Hourly wage,$21.43,$19.64,$22.33,$18.61,$19.98,$21.65,$23.32,$24.67
IWD Region 16 (Burlington-Ft Madison Area),47-4051,Highway Maintenance Workers,170,Annual wage or salary,$75423.00,$36803.00,$94732.00,$25294.00,$42249.00,$46904.00,$51850.00,
IWD Region 16 (Burlington-Ft Madison Area),47-4051,Highway Maintenance Workers,170,Hourly wage,$36.26,$17.69,$45.54,$12.16,$20.31,$22.55,$24.93,
IWD Region 12 (Sioux City Area),47-4051,Highway Maintenance Workers,120,Annual wage or salary,$43249.00,$29759.00,$49994.00,$19617.00,$37418.00,$44815.00,$51868.00,$59593.00
IWD Region 12 (Sioux City Area),47-4051,Highway Maintenance Workers,120,Hourly wage,$20.79,$14.31,$24.04,$9.43,$17.99,$21.55,$24.94,$28.65
IWD Region 13 (Council Bluffs Area),47-4051,Highway Maintenance Workers,180,Annual wage or salary,$42737.00,$34097.00,$47057.00,$33158.00,$36827.00,$42186.00,$48693.00,$56281.00
IWD Region 13 (Council Bluffs Area),47-4051,Highway Maintenance Workers,180,Hourly wage,$20.55,$16.39,$22.62,$15.94,$17.71,$20.28,$23.41,$27.06
IWD Region 10 (Cedar Rapids-Iowa City Area),47-4051,Highway Maintenance Workers,250,Annual wage or salary,$44944.00,$36142.00,$49345.00,$33941.00,$39919.00,$45323.00,$50687.00,$58575.00
IWD Region 10 (Cedar Rapids-Iowa City Area),47-4051,Highway Maintenance Workers,250,Hourly wage,$21.61,$17.38,$23.72,$16.32,$19.19,$21.79,$24.37,$28.16
IWD Region 11 (Des Moines Area),47-4051,Highway Maintenance Workers,510,Annual wage or salary,$46947.00,$39874.00,$50484.00,$36251.00,$42390.00,$46928.00,$51626.00,$59408.00
IWD Region 11 (Des Moines Area),47-4051,Highway Maintenance Workers,510,Hourly wage,$22.57,$19.17,$24.27,$17.43,$20.38,$22.56,$24.82,$28.56
Iowa,47-4061,Rail-Track Laying and Maintenance Equipment Operators,,Annual wage or salary,$50496.00,$35639.00,$57925.00,$33999.00,$39180.00,$48915.00,$61210.00,$72905.00
Iowa,47-4061,Rail-Track Laying and Maintenance Equipment Operators,,Hourly wage,$24.28,$17.13,$27.85,$16.35,$18.84,$23.52,$29.43,$35.05
"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical",47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,,Annual wage or salary,$32409.00,$27885.00,$34671.00,$25840.00,$27225.00,$29534.00,$33909.00,$47994.00
"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical",47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,,Hourly wage,$15.58,$13.41,$16.67,$12.42,$13.09,$14.20,$16.30,$23.07
Iowa,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,420,Annual wage or salary,$32644.00,$23859.00,$37036.00,$21916.00,$25761.00,$29974.00,$38294.00,$49148.00
Iowa,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,420,Hourly wage,$15.69,$11.47,$17.81,$10.54,$12.38,$14.41,$18.41,$23.63
Southwest Iowa,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,20,Annual wage or salary,$37858.00,$24021.00,$44777.00,$22087.00,$26829.00,$40143.00,$47820.00,$55406.00
Southwest Iowa,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,20,Hourly wage,$18.20,$11.55,$21.53,$10.62,$12.90,$19.30,$22.99,$26.64
Southeast Iowa,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,,Annual wage or salary,$24016.00,$19284.00,$26382.00,$17797.00,$20180.00,$22316.00,$24453.00,$37840.00
Southeast Iowa,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,,Hourly wage,$11.55,$9.27,$12.68,$8.56,$9.70,$10.73,$11.76,$18.19
Northeast Iowa,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,30,Annual wage or salary,$39229.00,$25990.00,$45848.00,$23881.00,$28565.00,$36400.00,$53023.00,$60944.00
Northeast Iowa,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,30,Hourly wage,$18.86,$12.50,$22.04,$11.48,$13.73,$17.50,$25.49,$29.30
Northwest Iowa,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,,Annual wage or salary,$29818.00,$27610.00,$30922.00,$25900.00,$27196.00,$29355.00,$31537.00,$36018.00
Northwest Iowa,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,,Hourly wage,$14.34,$13.27,$14.87,$12.45,$13.07,$14.11,$15.16,$17.32
"Sioux City, IA-NE-SD Metropolitan Statistical Area",47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,30,Annual wage or salary,$36432.00,$27981.00,$40658.00,$26335.00,$28340.00,$33810.00,$45517.00,$49327.00
"Sioux City, IA-NE-SD Metropolitan Statistical Area",47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,30,Hourly wage,$17.52,$13.45,$19.55,$12.66,$13.63,$16.25,$21.88,$23.71
"Des Moines, IA Metropolitan Statistical Area",47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,40,Annual wage or salary,$44769.00,$33388.00,$50459.00,$31595.00,$35536.00,$43779.00,$55433.00,$61297.00
"Des Moines, IA Metropolitan Statistical Area",47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,40,Hourly wage,$21.52,$16.05,$24.26,$15.19,$17.08,$21.05,$26.65,$29.47
IWD Region 07 (Waterloo Area),47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,40,Annual wage or salary,$30798.00,$28812.00,$31791.00,$26579.00,$27844.00,$29952.00,$32156.00,$38033.00
IWD Region 07 (Waterloo Area),47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,40,Hourly wage,$14.81,$13.85,$15.28,$12.78,$13.39,$14.40,$15.46,$18.29
IWD Region 09 (Davenport Area),47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,,Annual wage or salary,$32476.00,$27885.00,$34771.00,$25855.00,$27263.00,$29610.00,$34296.00,$47029.00
IWD Region 09 (Davenport Area),47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,,Hourly wage,$15.61,$13.41,$16.72,$12.43,$13.11,$14.24,$16.49,$22.61
IWD Region 01 (Dubuque-Decorah Area),47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,20,Annual wage or salary,$37829.00,$25644.00,$43921.00,$23385.00,$27735.00,$34508.00,$41254.00,$61088.00
IWD Region 01 (Dubuque-Decorah Area),47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,20,Hourly wage,$18.19,$12.33,$21.12,$11.24,$13.33,$16.59,$19.83,$29.37
IWD Region 16 (Burlington-Ft Madison Area),47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,50,Annual wage or salary,$23624.00,$19194.00,$25839.00,$17729.00,$20118.00,$22187.00,$24258.00,$32431.00
IWD Region 16 (Burlington-Ft Madison Area),47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,50,Hourly wage,$11.36,$9.23,$12.42,$8.52,$9.67,$10.67,$11.66,$15.59
IWD Region 12 (Sioux City Area),47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,40,Annual wage or salary,$35638.00,$27964.00,$39475.00,$26255.00,$28162.00,$31411.00,$44574.00,$48949.00
IWD Region 12 (Sioux City Area),47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,40,Hourly wage,$17.13,$13.44,$18.98,$12.62,$13.54,$15.10,$21.43,$23.53
IWD Region 10 (Cedar Rapids-Iowa City Area),47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,,Annual wage or salary,$32264.00,$22910.00,$36940.00,$21597.00,$23427.00,$32595.00,$40411.00,$47745.00
IWD Region 10 (Cedar Rapids-Iowa City Area),47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,,Hourly wage,$15.51,$11.01,$17.76,$10.38,$11.26,$15.67,$19.43,$22.95
IWD Region 11 (Des Moines Area),47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,50,Annual wage or salary,$43326.00,$31976.00,$49001.00,$28932.00,$34502.00,$42547.00,$53087.00,$60358.00
IWD Region 11 (Des Moines Area),47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,50,Hourly wage,$20.83,$15.37,$23.56,$13.91,$16.59,$20.46,$25.52,$29.02
Iowa,47-4099,"Construction and Related Workers, All Other",240,Annual wage or salary,$37017.00,$25216.00,$42917.00,$23568.00,$28953.00,$34824.00,$41828.00,$54417.00
Iowa,47-4099,"Construction and Related Workers, All Other",240,Hourly wage,$17.80,$12.12,$20.63,$11.33,$13.92,$16.74,$20.11,$26.16
Southeast Iowa,47-4099,"Construction and Related Workers, All Other",60,Annual wage or salary,$35921.00,$28169.00,$39797.00,$26880.00,$29437.00,$34302.00,$39299.00,$51208.00
Southeast Iowa,47-4099,"Construction and Related Workers, All Other",60,Hourly wage,$17.27,$13.54,$19.13,$12.92,$14.15,$16.49,$18.89,$24.62
"Sioux City, IA-NE-SD Metropolitan Statistical Area",47-4099,"Construction and Related Workers, All Other",,Annual wage or salary,$30143.00,$21760.00,$34334.00,$17962.00,$26834.00,$32792.00,$35925.00,$37805.00
"Sioux City, IA-NE-SD Metropolitan Statistical Area",47-4099,"Construction and Related Workers, All Other",,Hourly wage,$14.49,$10.46,$16.51,$8.64,$12.90,$15.77,$17.27,$18.18
"Waterloo-Cedar Falls, IA Metropolitan Statistical Area",47-4099,"Construction and Related Workers, All Other",,Annual wage or salary,$33822.00,$29498.00,$35985.00,$27734.00,$30776.00,$33806.00,$37205.00,$39627.00
"Waterloo-Cedar Falls, IA Metropolitan Statistical Area",47-4099,"Construction and Related Workers, All Other",,Hourly wage,$16.26,$14.18,$17.30,$13.33,$14.80,$16.25,$17.89,$19.05
"Des Moines, IA Metropolitan Statistical Area",47-4099,"Construction and Related Workers, All Other",30,Annual wage or salary,$42918.00,$30152.00,$49302.00,$27640.00,$32033.00,$38593.00,$51969.00,$63926.00
"Des Moines, IA Metropolitan Statistical Area",47-4099,"Construction and Related Workers, All Other",30,Hourly wage,$20.63,$14.50,$23.70,$13.29,$15.40,$18.55,$24.99,$30.73
IWD Region 07 (Waterloo Area),47-4099,"Construction and Related Workers, All Other",30,Annual wage or salary,$31213.00,$25822.00,$33909.00,$23578.00,$27205.00,$31272.00,$35591.00,$38599.00
IWD Region 07 (Waterloo Area),47-4099,"Construction and Related Workers, All Other",30,Hourly wage,$15.01,$12.41,$16.30,$11.34,$13.08,$15.03,$17.11,$18.56
IWD Region 12 (Sioux City Area),47-4099,"Construction and Related Workers, All Other",,Annual wage or salary,$30143.00,$21760.00,$34334.00,$17962.00,$26834.00,$32792.00,$35925.00,$37805.00
IWD Region 12 (Sioux City Area),47-4099,"Construction and Related Workers, All Other",,Hourly wage,$14.49,$10.46,$16.51,$8.64,$12.90,$15.77,$17.27,$18.18
IWD Region 11 (Des Moines Area),47-4099,"Construction and Related Workers, All Other",70,Annual wage or salary,$43099.00,$31901.00,$48697.00,$28868.00,$33650.00,$38973.00,$49417.00,$69646.00
IWD Region 11 (Des Moines Area),47-4099,"Construction and Related Workers, All Other",70,Hourly wage,$20.72,$15.34,$23.41,$13.88,$16.18,$18.74,$23.76,$33.48
Iowa,47-5021,"Earth Drillers, Except Oil and Gas",150,Annual wage or salary,$40273.00,$31243.00,$44789.00,$28366.00,$33423.00,$40313.00,$46535.00,$50387.00
Iowa,47-5021,"Earth Drillers, Except Oil and Gas",150,Hourly wage,$19.36,$15.02,$21.53,$13.64,$16.07,$19.38,$22.37,$24.22
Northeast Iowa,47-5021,"Earth Drillers, Except Oil and Gas",20,Annual wage or salary,$39007.00,$33239.00,$41891.00,$31096.00,$34502.00,$39249.00,$44825.00,$48602.00
Northeast Iowa,47-5021,"Earth Drillers, Except Oil and Gas",20,Hourly wage,$18.75,$15.98,$20.14,$14.95,$16.59,$18.87,$21.55,$23.37
"Des Moines, IA Metropolitan Statistical Area",47-5021,"Earth Drillers, Except Oil and Gas",30,Annual wage or salary,$43800.00,$37760.00,$46821.00,$34838.00,$40338.00,$44285.00,$48501.00,$51886.00
"Des Moines, IA Metropolitan Statistical Area",47-5021,"Earth Drillers, Except Oil and Gas",30,Hourly wage,$21.06,$18.15,$22.51,$16.75,$19.39,$21.29,$23.32,$24.95
IWD Region 10 (Cedar Rapids-Iowa City Area),47-5021,"Earth Drillers, Except Oil and Gas",20,Annual wage or salary,$45144.00,$32389.00,$51521.00,$30000.00,$34086.00,$41084.00,$55798.00,$67487.00
IWD Region 10 (Cedar Rapids-Iowa City Area),47-5021,"Earth Drillers, Except Oil and Gas",20,Hourly wage,$21.70,$15.57,$24.77,$14.42,$16.39,$19.75,$26.83,$32.45
IWD Region 11 (Des Moines Area),47-5021,"Earth Drillers, Except Oil and Gas",60,Annual wage or salary,$40284.00,$31537.00,$44657.00,$28596.00,$34267.00,$41361.00,$46774.00,$50022.00
IWD Region 11 (Des Moines Area),47-5021,"Earth Drillers, Except Oil and Gas",60,Hourly wage,$19.37,$15.16,$21.47,$13.75,$16.47,$19.88,$22.49,$24.05
Iowa,47-5031,"Explosives Workers, Ordnance Handling Experts, and Blasters",90,Annual wage or salary,$51342.00,$38758.00,$57634.00,$35493.00,$41218.00,$50869.00,$60415.00,$66134.00
Iowa,47-5031,"Explosives Workers, Ordnance Handling Experts, and Blasters",90,Hourly wage,$24.68,$18.63,$27.71,$17.06,$19.82,$24.46,$29.05,$31.80
Northeast Iowa,47-5031,"Explosives Workers, Ordnance Handling Experts, and Blasters",40,Annual wage or salary,$54131.00,$45252.00,$58571.00,$42555.00,$46125.00,$53539.00,$60663.00,$64937.00
Northeast Iowa,47-5031,"Explosives Workers, Ordnance Handling Experts, and Blasters",40,Hourly wage,$26.02,$21.76,$28.16,$20.46,$22.18,$25.74,$29.16,$31.22
IWD Region 01 (Dubuque-Decorah Area),47-5031,"Explosives Workers, Ordnance Handling Experts, and Blasters",40,Annual wage or salary,$54131.00,$45252.00,$58571.00,$42555.00,$46125.00,$53539.00,$60663.00,$64937.00
IWD Region 01 (Dubuque-Decorah Area),47-5031,"Explosives Workers, Ordnance Handling Experts, and Blasters",40,Hourly wage,$26.02,$21.76,$28.16,$20.46,$22.18,$25.74,$29.16,$31.22
Iowa,47-5051,"Rock Splitters, Quarry",40,Annual wage or salary,$38534.00,$30265.00,$42668.00,$27658.00,$32198.00,$38971.00,$45343.00,$49380.00
Iowa,47-5051,"Rock Splitters, Quarry",40,Hourly wage,$18.53,$14.55,$20.51,$13.30,$15.48,$18.74,$21.80,$23.74
Iowa,47-5081,Helpers--Extraction Workers,,Annual wage or salary,$25979.00,$17111.00,$30412.00,$16238.00,$17534.00,$25352.00,$34756.00,$38897.00
Iowa,47-5099,"Extraction Workers, All Other",,Annual wage or salary,$54460.00,$46050.00,$58664.00,$44206.00,$49237.00,$55767.00,$60701.00,$63895.00
Iowa,47-5099,"Extraction Workers, All Other",,Hourly wage,$26.18,$22.14,$28.20,$21.25,$23.67,$26.81,$29.18,$30.72
"Cedar Rapids, IA Metropolitan Statistical Area",49-0000,"Installation, Maintenance, and Repair Occupations",6480,Annual wage or salary,$49352.00,$30494.00,$58782.00,$27595.00,$35878.00,$48559.00,$61421.00,$74727.00
"Cedar Rapids, IA Metropolitan Statistical Area",49-0000,"Installation, Maintenance, and Repair Occupations",6480,Hourly wage,$23.73,$14.66,$28.26,$13.27,$17.25,$23.35,$29.53,$35.93
"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical",49-0000,"Installation, Maintenance, and Repair Occupations",4790,Annual wage or salary,$45463.00,$28900.00,$53745.00,$25856.00,$33031.00,$43655.00,$56270.00,$65889.00
"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical",49-0000,"Installation, Maintenance, and Repair Occupations",4790,Hourly wage,$21.86,$13.89,$25.84,$12.43,$15.88,$20.99,$27.05,$31.68
Iowa,49-0000,"Installation, Maintenance, and Repair Occupations",68360,Annual wage or salary,$44429.00,$28357.00,$52466.00,$25206.00,$32534.00,$42169.00,$54843.00,$67595.00
Iowa,49-0000,"Installation, Maintenance, and Repair Occupations",68360,Hourly wage,$21.36,$13.63,$25.22,$12.12,$15.64,$20.27,$26.37,$32.50
"Ames, IA Metropolitan Statistical Area",49-0000,"Installation, Maintenance, and Repair Occupations",1910,Annual wage or salary,$43542.00,$26657.00,$51984.00,$23069.00,$31340.00,$43390.00,$55277.00,$63417.00
"Ames, IA Metropolitan Statistical Area",49-0000,"Installation, Maintenance, and Repair Occupations",1910,Hourly wage,$20.93,$12.82,$24.99,$11.09,$15.07,$20.86,$26.58,$30.49
Southwest Iowa,49-0000,"Installation, Maintenance, and Repair Occupations",3760,Annual wage or salary,$41464.00,$26577.00,$48908.00,$23896.00,$30289.00,$39100.00,$49199.00,$64296.00
Southwest Iowa,49-0000,"Installation, Maintenance, and Repair Occupations",3760,Hourly wage,$19.93,$12.78,$23.51,$11.49,$14.56,$18.80,$23.65,$30.91
Southeast Iowa,49-0000,"Installation, Maintenance, and Repair Occupations",11320,Annual wage or salary,$43212.00,$27914.00,$50861.00,$24550.00,$32065.00,$40771.00,$51967.00,$63820.00
Southeast Iowa,49-0000,"Installation, Maintenance, and Repair Occupations",11320,Hourly wage,$20.78,$13.42,$24.45,$11.80,$15.42,$19.60,$24.98,$30.68
Northeast Iowa,49-0000,"Installation, Maintenance, and Repair Occupations",4840,Annual wage or salary,$41374.00,$27156.00,$48484.00,$23941.00,$31392.00,$39195.00,$49015.00,$63366.00
Northeast Iowa,49-0000,"Installation, Maintenance, and Repair Occupations",4840,Hourly wage,$19.89,$13.06,$23.31,$11.51,$15.09,$18.84,$23.56,$30.46
Northwest Iowa,49-0000,"Installation, Maintenance, and Repair Occupations",7400,Annual wage or salary,$42815.00,$29397.00,$49525.00,$26452.00,$32838.00,$39758.00,$50767.00,$64407.00
Northwest Iowa,49-0000,"Installation, Maintenance, and Repair Occupations",7400,Hourly wage,$20.58,$14.13,$23.81,$12.72,$15.79,$19.11,$24.41,$30.97
"Iowa City, IA Metropolitan Statistical Area",49-0000,"Installation, Maintenance, and Repair Occupations",2430,Annual wage or salary,$43819.00,$27246.00,$52105.00,$24583.00,$30984.00,$42635.00,$55603.00,$65138.00
"Iowa City, IA Metropolitan Statistical Area",49-0000,"Installation, Maintenance, and Repair Occupations",2430,Hourly wage,$21.07,$13.10,$25.05,$11.82,$14.90,$20.50,$26.73,$31.32
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",49-0000,"Installation, Maintenance, and Repair Occupations",2250,Annual wage or salary,$44071.00,$25198.00,$53508.00,$21417.00,$29698.00,$40525.00,$53870.00,$68459.00
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",49-0000,"Installation, Maintenance, and Repair Occupations",2250,Hourly wage,$21.19,$12.11,$25.72,$10.30,$14.28,$19.48,$25.90,$32.91
"Sioux City, IA-NE-SD Metropolitan Statistical Area",49-0000,"Installation, Maintenance, and Repair Occupations",3240,Annual wage or salary,$43862.00,$28655.00,$51466.00,$25045.00,$32929.00,$41961.00,$53614.00,$63295.00
"Sioux City, IA-NE-SD Metropolitan Statistical Area",49-0000,"Installation, Maintenance, and Repair Occupations",3240,Hourly wage,$21.09,$13.78,$24.74,$12.04,$15.83,$20.17,$25.78,$30.43
"Waterloo-Cedar Falls, IA Metropolitan Statistical Area",49-0000,"Installation, Maintenance, and Repair Occupations",3620,Annual wage or salary,$44132.00,$28284.00,$52055.00,$24752.00,$32821.00,$43377.00,$54318.00,$64335.00
"Waterloo-Cedar Falls, IA Metropolitan Statistical Area",49-0000,"Installation, Maintenance, and Repair Occupations",3620,Hourly wage,$21.22,$13.60,$25.03,$11.90,$15.78,$20.85,$26.11,$30.93
"Des Moines, IA Metropolitan Statistical Area",49-0000,"Installation, Maintenance, and Repair Occupations",13270,Annual wage or salary,$46290.00,$29067.00,$54902.00,$25986.00,$33064.00,$43937.00,$58060.00,$72372.00
"Des Moines, IA Metropolitan Statistical Area",49-0000,"Installation, Maintenance, and Repair Occupations",13270,Hourly wage,$22.25,$13.97,$26.40,$12.49,$15.90,$21.12,$27.91,$34.79
"Dubuque, IA Metropolitan Statistical Area",49-0000,"Installation, Maintenance, and Repair Occupations",2430,Annual wage or salary,$40007.00,$25586.00,$47218.00,$22399.00,$29705.00,$38723.00,$49852.00,$59970.00
"Dubuque, IA Metropolitan Statistical Area",49-0000,"Installation, Maintenance, and Repair Occupations",2430,Hourly wage,$19.23,$12.30,$22.70,$10.77,$14.28,$18.62,$23.97,$28.83
IWD Region 3/4 (Spencer Area),49-0000,"Installation, Maintenance, and Repair Occupations",4210,Annual wage or salary,$41551.00,$28799.00,$47927.00,$26259.00,$32032.00,$38689.00,$49082.00,$62111.00
IWD Region 3/4 (Spencer Area),49-0000,"Installation, Maintenance, and Repair Occupations",4210,Hourly wage,$19.98,$13.85,$23.04,$12.62,$15.40,$18.60,$23.60,$29.86
IWD Region 05 (Ft Dodge-Webster City Area),49-0000,"Installation, Maintenance, and Repair Occupations",1960,Annual wage or salary,$46596.00,$31779.00,$54004.00,$29376.00,$35322.00,$44120.00,$56928.00,$70754.00
IWD Region 05 (Ft Dodge-Webster City Area),49-0000,"Installation, Maintenance, and Repair Occupations",1960,Hourly wage,$22.40,$15.28,$25.96,$14.12,$16.98,$21.21,$27.37,$34.02
IWD Region 07 (Waterloo Area),49-0000,"Installation, Maintenance, and Repair Occupations",4160,Annual wage or salary,$43705.00,$27968.00,$51574.00,$24353.00,$32615.00,$42805.00,$53847.00,$64167.00
IWD Region 07 (Waterloo Area),49-0000,"Installation, Maintenance, and Repair Occupations",4160,Hourly wage,$21.01,$13.45,$24.80,$11.71,$15.68,$20.58,$25.89,$30.85
IWD Region 08 (Carroll Area),49-0000,"Installation, Maintenance, and Repair Occupations",1150,Annual wage or salary,$41370.00,$26102.00,$49004.00,$23975.00,$29784.00,$38430.00,$49779.00,$65823.00
IWD Region 08 (Carroll Area),49-0000,"Installation, Maintenance, and Repair Occupations",1150,Hourly wage,$19.89,$12.55,$23.56,$11.53,$14.32,$18.48,$23.93,$31.65
IWD Region 09 (Davenport Area),49-0000,"Installation, Maintenance, and Repair Occupations",7460,Annual wage or salary,$44718.00,$28270.00,$52942.00,$25216.00,$32349.00,$42224.00,$55484.00,$66972.00
IWD Region 09 (Davenport Area),49-0000,"Installation, Maintenance, and Repair Occupations",7460,Hourly wage,$21.50,$13.59,$25.45,$12.12,$15.55,$20.30,$26.67,$32.20
IWD Region 06 (Marshalltown Area),49-0000,"Installation, Maintenance, and Repair Occupations",1940,Annual wage or salary,$40447.00,$27785.00,$46778.00,$25390.00,$31451.00,$38088.00,$48311.00,$58862.00
IWD Region 06 (Marshalltown Area),49-0000,"Installation, Maintenance, and Repair Occupations",1940,Hourly wage,$19.45,$13.36,$22.49,$12.21,$15.12,$18.31,$23.23,$28.30
IWD Region 01 (Dubuque-Decorah Area),49-0000,"Installation, Maintenance, and Repair Occupations",4370,Annual wage or salary,$40340.00,$26577.00,$47221.00,$23314.00,$30674.00,$38937.00,$49090.00,$60143.00
IWD Region 01 (Dubuque-Decorah Area),49-0000,"Installation, Maintenance, and Repair Occupations",4370,Hourly wage,$19.39,$12.78,$22.70,$11.21,$14.75,$18.72,$23.60,$28.91
IWD Region 02 (Mason City Area),49-0000,"Installation, Maintenance, and Repair Occupations",2810,Annual wage or salary,$41722.00,$26878.00,$49143.00,$23495.00,$31262.00,$39277.00,$49368.00,$64792.00
IWD Region 02 (Mason City Area),49-0000,"Installation, Maintenance, and Repair Occupations",2810,Hourly wage,$20.06,$12.92,$23.63,$11.30,$15.03,$18.88,$23.73,$31.15
IWD Region 15 (Ottumwa Area),49-0000,"Installation, Maintenance, and Repair Occupations",1960,Annual wage or salary,$39957.00,$24950.00,$47461.00,$22335.00,$28610.00,$37667.00,$48683.00,$62257.00
IWD Region 15 (Ottumwa Area),49-0000,"Installation, Maintenance, and Repair Occupations",1960,Hourly wage,$19.21,$12.00,$22.82,$10.74,$13.75,$18.11,$23.41,$29.93
IWD Region 14 (Creston Area),49-0000,"Installation, Maintenance, and Repair Occupations",1260,Annual wage or salary,$43257.00,$26138.00,$51816.00,$23156.00,$30111.00,$40513.00,$52263.00,$71815.00
IWD Region 14 (Creston Area),49-0000,"Installation, Maintenance, and Repair Occupations",1260,Hourly wage,$20.80,$12.57,$24.91,$11.13,$14.48,$19.48,$25.13,$34.53
IWD Region 16 (Burlington-Ft Madison Area),49-0000,"Installation, Maintenance, and Repair Occupations",3120,Annual wage or salary,$46135.00,$29122.00,$54641.00,$26099.00,$33786.00,$44456.00,$55025.00,$66794.00
IWD Region 16 (Burlington-Ft Madison Area),49-0000,"Installation, Maintenance, and Repair Occupations",3120,Hourly wage,$22.18,$14.00,$26.27,$12.55,$16.24,$21.37,$26.45,$32.11
IWD Region 12 (Sioux City Area),49-0000,"Installation, Maintenance, and Repair Occupations",3640,Annual wage or salary,$43750.00,$28695.00,$51277.00,$24806.00,$33059.00,$41777.00,$53254.00,$63331.00
IWD Region 12 (Sioux City Area),49-0000,"Installation, Maintenance, and Repair Occupations",3640,Hourly wage,$21.03,$13.80,$24.65,$11.93,$15.89,$20.09,$25.60,$30.45
IWD Region 13 (Council Bluffs Area),49-0000,"Installation, Maintenance, and Repair Occupations",3110,Annual wage or salary,$42807.00,$26037.00,$51192.00,$22274.00,$30562.00,$39576.00,$50910.00,$64357.00
IWD Region 13 (Council Bluffs Area),49-0000,"Installation, Maintenance, and Repair Occupations",3110,Hourly wage,$20.58,$12.52,$24.61,$10.71,$14.69,$19.03,$24.48,$30.94
IWD Region 10 (Cedar Rapids-Iowa City Area),49-0000,"Installation, Maintenance, and Repair Occupations",9670,Annual wage or salary,$47459.00,$29597.00,$56390.00,$26540.00,$34442.00,$46298.00,$59451.00,$72342.00
